comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8
1438026,nM,Activity,,BAO_0000181,Activity,874154,Transactivation of human androgen receptor transfected in human HeLa cells by luciferase reporter gene assay,B,,CHEMBL2187509,10.1021/jm300249m,22897611,CHEMBL2176865,Discovery of diarylhydantoins as new selective androgen receptor modulators.,PUBLICATION,"A novel selective androgen receptor modulator scaffold has been discovered through structural modifications of hydantoin antiandrogens. Several 4-(4-hydroxyphenyl)-N-arylhydantoins displayed partial agonism with nanomolar in vitro potency in transactivation experiments using androgen receptor (AR) transfected cells. In a standard castrated male rat model, several compounds showed good anabolic activity on levator ani muscle, dissociated from the androgenic activity on ventral prostate, after oral dosing at 30 mg/kg. (+)-4-[3,4-Dimethyl-2,5-dioxo-4-(4-hydroxyphenyl)imidazolidin-1-yl]-2-(trifluoromethyl)benzonitrile ((+)-11b) displayed anabolic potency with a strong dissociation between levator ani muscle and ventral prostate (A(50) = 0.5 mg/kg vs 70 mg/kg). The binding modes of two compounds, including (+)-11b, within the AR ligand-binding domain have been studied by cocrystallization experiments using a coactivator-like peptide. Both compounds bound to the same site, and the overall structures of the AR were very similar.",,Cc1cc(C#N)c(C(F)(F)F)cc1N1C(=O)N(C)C(C)(c2ccc(O)cc2)C1=O,C20H16F3N3O3,CHEMBL2177243,200.0,,,,,,,,
1438882,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(Cl)c(Cl)c2)C(=O)C1(CO)c1ccccc1,C17H14Cl2N2O3,CHEMBL2178091,60.0,,,,,,,,
1438883,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,COc1cc(N2C(=O)N(C)C(CO)(c3ccccc3)C2=O)ccc1C#N,C19H17N3O4,CHEMBL2178092,60.0,,,,,,,,
1438884,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CCN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccccc1,C20H16F3N3O3,CHEMBL2178093,7.0,,,,,,,,
1438885,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CC(C)N1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccccc1,C21H18F3N3O3,CHEMBL2178094,20.0,,,,,,,,
1438886,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,C#CCN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccccc1,C21H14F3N3O3,CHEMBL2178095,40.0,,,,,,,,
1438887,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CC(=O)N1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccccc1,C20H14F3N3O4,CHEMBL2178096,150.0,,,,,,,,
1438888,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)c1ccc2[nH]ccc2c1,C21H15F3N4O2,CHEMBL2178097,70.0,,,,,,,,
1438889,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)c1ccc2[nH]cnc2c1,C20H14F3N5O2,CHEMBL2178098,40.0,,,,,,,,
1438890,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccccc1,C19H14F3N3O3,CHEMBL2178099,12.0,,,,,,,,
1438891,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(CO)c1ccccc1,C19H14F3N3O3,CHEMBL2178100,13.0,,,,,,,,
1438892,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@]1(CO)c1ccccc1,C19H14F3N3O3,CHEMBL2178101,1250.0,,,,,,,,
1438893,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,COc1ccc(C2(CO)C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)N2C)cc1,C20H16F3N3O4,CHEMBL2178102,30.0,,,,,,,,
1438894,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccc(O)cc1,C19H14F3N3O4,CHEMBL2178103,0.9,,,,,,,,
1439456,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccccc1Cl,C19H13ClF3N3O3,CHEMBL2178659,60.0,,,,,,,,
1439457,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1cccc(Cl)c1,C19H13ClF3N3O3,CHEMBL2178660,5.0,,,,,,,,
1439458,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccc(Cl)cc1,C19H13ClF3N3O3,CHEMBL2178661,8.0,,,,,,,,
1439459,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccc(F)cc1,C19H13F4N3O3,CHEMBL2178662,11.0,,,,,,,,
1439460,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1cccc(C#N)c1,C20H13F3N4O3,CHEMBL2178663,60.0,,,,,,,,
1439461,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccc(C#N)cc1,C20H13F3N4O3,CHEMBL2178664,150.0,,,,,,,,
1439462,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,Cc1cccc(C2(CO)C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)N2C)c1,C20H16F3N3O3,CHEMBL2178665,40.0,,,,,,,,
1439463,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1cccs1,C17H12F3N3O3S,CHEMBL2178666,150.0,,,,,,,,
1439464,nM,Activity,,BAO_0000181,Activity,873009,Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay,F,,CHEMBL2188721,10.1021/jm300281x,22957947,CHEMBL2176936,Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.,PUBLICATION,"Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials.",,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(CO)c1ccsc1,C17H12F3N3O3S,CHEMBL2178667,133.0,,,,,,,,
