comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21
272515,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,C[C@H]1CC[C@@H]2[C@H](C1)c1cc3c(C(F)(F)F)cc(=O)n(C)c3cc1N2C,C19H21F3N2O,CHEMBL161980,89.0,,,,,,,,,,,,,,,,,,,,,
272548,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,C[C@H]1CC[C@H]2Nc3cc4c(cc3[C@H]2C1)c(C(F)(F)F)cc(=O)n4C,C18H19F3N2O,CHEMBL165803,77.0,,,,,,,,,,,,,,,,,,,,,
272661,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,CN1CCc2cc3c(C(F)(F)F)cc(=O)n(C)c3cc21,C14H13F3N2O,CHEMBL162103,94.0,,,,,,,,,,,,,,,,,,,,,
272662,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,CN1c2cc3c(cc2[C@H]2CCCC(C)(C)[C@H]21)c(C(F)(F)F)cc(=O)n3C,C20H23F3N2O,CHEMBL163142,90.0,,,,,,,,,,,,,,,,,,,,,
272663,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,CC1(C)CCC[C@@H]2c3cc4c(C(F)(F)F)cc(O)nc4cc3N[C@@H]21,C18H19F3N2O,CHEMBL162368,67.0,,,,,,,,,,,,,,,,,,,,,
272664,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,Cn1c(=O)cc(C(F)(F)F)c2cc3c(cc21)NCC3,C13H11F3N2O,CHEMBL162503,67.0,,,,,,,,,,,,,,,,,,,,,
272859,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 35940, Entry 1: 35954, ","Entry 0: Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, Entry 1: Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL647866, Entry 1: CHEMBL649485, ","Entry 0: 10.1016/s0960-894x(98)00107-3, Entry 1: 10.1016/s0960-894x(98)00107-3, ","Entry 0: 9871534, Entry 1: 9871534, ","Entry 0: CHEMBL1130772, Entry 1: CHEMBL1130772, ","Entry 0: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., Entry 1: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., Entry 1: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., ",,C[C@@H]1c2cc3c(C(F)(F)F)cc(=O)n(C)c3cc2N[C@@H]1C,C15H15F3N2O,CHEMBL348918,35.0,37.0,,,,,,,,,,,,,,,,,,,,
272891,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 35940, Entry 1: 35954, ","Entry 0: Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, Entry 1: Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL647866, Entry 1: CHEMBL649485, ","Entry 0: 10.1016/s0960-894x(98)00107-3, Entry 1: 10.1016/s0960-894x(98)00107-3, ","Entry 0: 9871534, Entry 1: 9871534, ","Entry 0: CHEMBL1130772, Entry 1: CHEMBL1130772, ","Entry 0: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., Entry 1: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., Entry 1: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., ",,CC1(C)CNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C14H13F3N2O,CHEMBL351022,38.0,39.0,,,,,,,,,,,,,,,,,,,,
272895,%,Efficacy,,BAO_0000656,Efficacy,35940,Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL647866,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,C[C@H]1CC[C@H]2Nc3cc4nc(O)cc(C(F)(F)F)c4cc3[C@H]2C1,C17H17F3N2O,CHEMBL166212,53.0,,,,,,,,,,,,,,,,,,,,,
272914,%,Efficacy,,BAO_0000656,Efficacy,35940,Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL647866,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,C[C@@H]1Cc2cc3c(C(F)(F)F)cc(=O)n(C)c3cc2N1,C14H13F3N2O,CHEMBL163366,66.0,,,,,,,,,,,,,,,,,,,,,
272915,%,Efficacy,,BAO_0000656,Efficacy,35940,Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL647866,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,C[C@@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1C,C14H13F3N2O,CHEMBL162569,81.0,,,,,,,,,,,,,,,,,,,,,
273132,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,CC1(C)CCC[C@]2(C)c3cc4c(C(F)(F)F)cc(O)nc4cc3N[C@H]12,C19H21F3N2O,CHEMBL423620,76.0,,,,,,,,,,,,,,,,,,,,,
273167,%,Efficacy,,BAO_0000656,Efficacy,35940,Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL647866,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,C[C@@H]1CNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C13H11F3N2O,CHEMBL349229,43.0,,,,,,,,,,,,,,,,,,,,,
273168,%,Efficacy,,BAO_0000656,Efficacy,35954,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL649485,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,CN1c2cc3c(cc2[C@@]2(C)CCCC[C@@H]12)c(C(F)(F)F)cc(=O)n3C,C19H21F3N2O,CHEMBL163143,72.0,,,,,,,,,,,,,,,,,,,,,
273170,%,Efficacy,,BAO_0000656,Efficacy,35940,Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL647866,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,Cn1c(=O)cc(C(F)(F)F)c2cc3c(cc21)N[C@@H]1CCCC[C@]31C,C18H19F3N2O,CHEMBL422196,36.0,,,,,,,,,,,,,,,,,,,,,
273171,%,Efficacy,,BAO_0000656,Efficacy,35940,Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,F,,CHEMBL647866,10.1016/s0960-894x(98)00107-3,9871534,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.",PUBLICATION,"A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.",,C[C@]12CCCC[C@H]1Nc1cc3nc(O)cc(C(F)(F)F)c3cc12,C17H17F3N2O,CHEMBL351447,60.0,,,,,,,,,,,,,,,,,,,,,
273200,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 35940, Entry 1: 35954, ","Entry 0: Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, Entry 1: Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL647866, Entry 1: CHEMBL649485, ","Entry 0: 10.1016/s0960-894x(98)00107-3, Entry 1: 10.1016/s0960-894x(98)00107-3, ","Entry 0: 9871534, Entry 1: 9871534, ","Entry 0: CHEMBL1130772, Entry 1: CHEMBL1130772, ","Entry 0: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., Entry 1: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., Entry 1: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., ",,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NCC3,C12H9F3N2O,CHEMBL166323,27.0,71.0,,,,,,,,,,,,,,,,,,,,
360119,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 414680, Entry 1: 414683, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells measured as stimulation of luciferase reporter gene activity with relative to DHT by cotransfection assay, Entry 1: Antagonist activity against human androgen receptor in CV1 cells measured as percent of maximal inhibition of DHT-stimulated luciferase reporter gene activity by cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL911187, Entry 1: CHEMBL911189, ","Entry 0: 10.1021/jm060792t, Entry 1: 10.1021/jm060792t, ","Entry 0: 17034117, Entry 1: 17034117, ","Entry 0: CHEMBL1137374, Entry 1: CHEMBL1137374, ","Entry 0: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 1: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 1: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., ",,CN(C)c1ccc2nc(O)cc(C(F)(F)F)c2c1,C12H11F3N2O,CHEMBL217168,20.0,72.0,,,,,,,,,,,,,,,,,,,,
360120,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, Entry 2: BAO_0000656, Entry 3: BAO_0000656, ",Efficacy,"Entry 0: 414680, Entry 1: 414683, Entry 2: 441968, Entry 3: 441970, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells measured as stimulation of luciferase reporter gene activity with relative to DHT by cotransfection assay, Entry 1: Antagonist activity against human androgen receptor in CV1 cells measured as percent of maximal inhibition of DHT-stimulated luciferase reporter gene activity by cotransfection assay, Entry 2: Agonist activity at human AR relative to DHT, Entry 3: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ","Entry 0: F, Entry 1: F, Entry 2: F, Entry 3: F, ",,"Entry 0: CHEMBL911187, Entry 1: CHEMBL911189, Entry 2: CHEMBL891112, Entry 3: CHEMBL891114, ","Entry 0: 10.1021/jm060792t, Entry 1: 10.1021/jm060792t, Entry 2: 10.1016/j.bmcl.2007.01.001, Entry 3: 10.1016/j.bmcl.2007.01.001, ","Entry 0: 17034117, Entry 1: 17034117, Entry 2: 17267219, Entry 3: 17267219, ","Entry 0: CHEMBL1137374, Entry 1: CHEMBL1137374, Entry 2: CHEMBL1147033, Entry 3: CHEMBL1147033, ","Entry 0: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 1: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 2: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 3: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, Entry 2: PUBLICATION, Entry 3: PUBLICATION, ","Entry 0: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 1: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 2: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 3: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ",,CCN(CC)c1ccc2nc(O)cc(C(F)(F)F)c2c1,C14H15F3N2O,CHEMBL277378,20.0,20.0,94.0,94.0,,,,,,,,,,,,,,,,,,
