comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0
2554216,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCn1cc(CCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C33H30F3N9O6,CHEMBL4860445,68.61
2554848,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCn1cc(COCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C36H35F3N8O9,CHEMBL4861077,50.47
2555415,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(COCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C39H41F3N8O10,CHEMBL4861644,45.78
2556632,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1Cn1cc(COCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C34H32F3N9O8,CHEMBL4862861,57.37
2556883,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1Cn1cc(COCCOCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C38H39F3N8O10S,CHEMBL4863112,41.84
2557323,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCn1cc(COCCOCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C40H43F3N8O10S,CHEMBL4863552,72.19
2558641,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCCn1cc(COCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C37H37F3N8O8,CHEMBL4864870,73.41
2559900,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1Cn1cc(COCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C36H35F3N8O10,CHEMBL4866129,48.64
2560060,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(CCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C35H34F3N9O6,CHEMBL4866289,56.35
2561202,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCn1cc(COCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C36H35F3N8O8S,CHEMBL4867431,85.33
2565675,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(CCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C34H31F3N8O7,CHEMBL4871904,29.32
2565932,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCn1cc(COCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C38H39F3N8O9S,CHEMBL4872161,76.46
2567648,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCn1cc(COCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C35H33F3N8O7S,CHEMBL4873877,74.53
2569066,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(COCCOCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C41H45F3N8O11,CHEMBL4875295,36.3
2570291,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1Cn1cc(COCCOCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C38H39F3N8O11,CHEMBL4876520,56.38
2571916,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCn1cc(CCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C34H31F3N8O7,CHEMBL4878145,74.12
