comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
1747310,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,CC(C)(O)c1cn(-c2ccc(Cl)cc2)nn1,C11H12ClN3O,CHEMBL3262342,5.0,10.0,,,,,,
1747311,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,CC(C)(O)c1cn(-c2ccc(Cl)c(C(F)(F)F)c2)nn1,C12H11ClF3N3O,CHEMBL3262343,12.0,21.0,,,,,,
1747312,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,CC(C)(O)c1cn(-c2ccc(C#N)cc2)nn1,C12H12N4O,CHEMBL3262344,13.0,14.0,,,,,,
1747313,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,CC(C)(O)c1cn(-c2ccc(C#N)c(C(F)(F)F)c2)nn1,C13H11F3N4O,CHEMBL3262345,20.0,24.0,,,,,,
1747314,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,CC(C)(O)c1cn(-c2ccc([N+](=O)[O-])cc2)nn1,C11H12N4O3,CHEMBL3262346,15.0,16.0,,,,,,
1747315,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,CC(C)(O)c1cn(-c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)nn1,C12H11F3N4O3,CHEMBL3262347,15.0,24.0,,,,,,
1747316,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,CC(C)(O)c1cn(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,C13H11F6N3O,CHEMBL3262348,15.0,37.0,,,,,,
1747317,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,COC(=O)[C@H](Cc1cn(-c2ccc(C#N)c(C(F)(F)F)c2)nn1)NC(=O)OCC1c2ccccc2-c2ccccc21,C29H22F3N5O4,CHEMBL3262349,10.0,11.0,,,,,,
1747318,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1347835, Entry 1: 1347836, ","Entry 0: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 20 uM measured every 3 days relative to dihydrotestosterone, Entry 1: Antagonist activity at androgen receptor in human LNCAP cells assessed as inhibition of androgen-stimulated cell growth at 40 uM measured every 3 days relative to dihydrotestosterone, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3266737, Entry 1: CHEMBL3266738, ","Entry 0: 10.1016/j.bmc.2014.03.018, Entry 1: 10.1016/j.bmc.2014.03.018, ","Entry 0: 24726305, Entry 1: 24726305, ","Entry 0: CHEMBL3259638, Entry 1: CHEMBL3259638, ","Entry 0: Preliminary investigations into triazole derived androgen receptor antagonists., Entry 1: Preliminary investigations into triazole derived androgen receptor antagonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., Entry 1: A range of 1,4-substituted-1,2,3-N-phenyltriazoles were synthesized and evaluated as non-steroidal androgen receptor (AR) antagonists. The motivation for this study was to replace the N-phenyl amide portion of small molecule antiandrogens with a 1,2,3-triazole and determine effects, if any, on biological activity. The synthetic methodology presented herein is robust, high yielding and extremely rapid. Using this methodology a series of 17 N-aryl triazoles were synthesized from commercially available starting materials in less than 3h. After preliminary biological screening at 20 and 40 μM, the most promising three compounds were found to display IC50 values of 40-50 μM against androgen dependent (LNCaP) cells and serve as a starting point for further structure-activity investigations. All compounds in this work were the focus of an in silico study to dock the compounds into the human androgen receptor ligand binding domain (hARLBD) and compare their predicted binding affinity with known antiandrogens. A comparison of receptor-ligand interactions for the wild type and T877A mutant AR revealed two novel polar interactions. One with Q738 of the wild type site and the second with the mutated A877 residue., ",,COC(=O)[C@H](Cc1cn(-c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)nn1)NC(=O)OCC1c2ccccc2-c2ccccc21,C28H22F3N5O6,CHEMBL3262350,8.0,16.0,,,,,,
1757318,%,Inhibition,Not Active,BAO_0000201,% inhibition,2143400,Androgen (h) (AR) CEREP ligand profiling,B,,CHEMBL4886953,10.6019/CHEMBL4507298,,CHEMBL4507298,Data for DCP probe PF-04418948,DATASET,"SGC Frankfurt donated chemical probe project: PF-04418948 was donated by Pfizer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04418948. Control: PF-04475866. References: 1. af Forselles, K J, J Root, T Clarke, D Davey, K Aughton, K Dack, and N Pullen. 2011. ‘In Vitro and in Vivo Characterization of PF-04418948, a Novel, Potent and Selective Prostaglandin EP₂ Receptor Antagonist’. British Journal of Pharmacology 164(7):1847–56. PMID: 21595651.",,COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1,C23H20FNO5,CHEMBL3286797,0.0,,,,,,,
1782695,%,Inhibition,,BAO_0000201,INH,1460098,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,B,,CHEMBL3368858,10.1021/jm500684r,25025737,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,PUBLICATION,"To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.",,CN(Cc1ccc(Br)o1)C(=O)c1cc2ccc(F)cc2[nH]1,C15H12BrFN2O2,CHEMBL3318054,50.0,,,,,,,
