comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4
78169,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752357, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794321, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,C30H30O8,CHEMBL51483,15848.9,19952.6,,,
86409,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO,C21H30N4O6S,CHEMBL935,39810.7,44668.4,,,
88841,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,C22H19NO4,CHEMBL942,56234.1,,,,
90212,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccc(Br)cc1,C6H6BrN,CHEMBL57376,28183.8,,,,
91783,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752357, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794321, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,C18H27NO3,CHEMBL294199,10000.0,10000.0,,,
92776,nM,Potency,active,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C17H12F9NO3S,CHEMBL62136,44668.4,,,,
93528,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,C6H3ClN2O4,CHEMBL292687,39810.7,,,,
98346,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, Entry 2: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, Entry 2: F, ","Entry 0: confirmatory, Entry 1: confirmatory, Entry 2: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, Entry 2: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, Entry 2: DATASET, ",,,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],C25H30ClN3,CHEMBL64894,3548.1,8912.5,10000.0,,
103658,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, Entry 2: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, Entry 2: F, ","Entry 0: confirmatory, Entry 1: confirmatory, Entry 2: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, Entry 2: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, Entry 2: DATASET, ",,,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,C14H12O3,CHEMBL165,12589.3,19952.6,28183.8,,
104250,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,C20H14O4,CHEMBL63857,35481.3,50118.7,,,
107931,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],C19H42BrN,CHEMBL307346,44668.4,50118.7,,,
111490,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccccc1N,C6H8N2,CHEMBL70582,19952.6,,,,
112256,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1nc2ccccc2[nH]1,C7H7N3,CHEMBL305513,28183.8,,,,
112258,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,COC(=O)Nc1nc2ccccc2[nH]1,C9H9N3O2,CHEMBL70971,7943.3,44668.4,,,
120669,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,Oc1cccc(O)c1O,C6H6O3,CHEMBL307145,50118.7,50118.7,,,
124921,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752357, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794321, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C6HCl5O,CHEMBL75967,12589.3,39810.7,,,
125294,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,C27H44O,CHEMBL1042,35481.3,,,,
125458,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,Oc1c(Cl)cc(Cl)cc1Cl,C6H3Cl3O,CHEMBL309917,28183.8,44668.4,,,
130007,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752357, Entry 2: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, Entry 2: F, ","Entry 0: confirmatory, Entry 1: confirmatory, Entry 2: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794321, Entry 2: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, Entry 2: DATASET, ",,,Oc1cccc2cccnc12,C9H7NO,CHEMBL310555,14125.4,28183.8,44668.4,,
133028,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,CHEMBL82293,2.2,,,,
133128,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Cc1cc(/N=N/c2ccccc2C)ccc1N,C14H15N3,CHEMBL83552,22387.2,,,,
134187,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,C14H16N2,CHEMBL85109,35481.3,,,,
134361,nM,Potency,mix,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,C14H17NO2,CHEMBL315348,14125.4,39810.7,,,
134383,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccc2cc3ccccc3cc2c1,C14H11N,CHEMBL83154,39810.7,,,,
138037,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C21H30O3,CHEMBL1062,2.0,,,,
142154,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,C14H9NO2,CHEMBL84685,15848.9,,,,
145458,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752357, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794321, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,CNC(=O)O/N=C/C(C)(C)SC,C7H14N2O2S,CHEMBL91732,15848.9,35481.3,,,
148101,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=C(O)c1ccc(O)cc1O,C7H6O4,CHEMBL328910,39.8,,,,
148575,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Cc1ccc(CO)cc1,C8H10O,CHEMBL90100,6309.6,,,,
150887,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,C14H18N4O3,CHEMBL327919,3162.3,,,,
154496,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, Entry 3: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, Entry 2: 752570, Entry 3: 752357, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 3: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, Entry 2: F, Entry 3: F, ","Entry 0: confirmatory, Entry 1: confirmatory, Entry 2: confirmatory, Entry 3: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, Entry 2: CHEMBL1794560, Entry 3: CHEMBL1794321, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, Entry 3: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, Entry 3: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, Entry 2: DATASET, Entry 3: DATASET, ",,,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,C20H16,CHEMBL329673,2818.4,7943.3,8912.5,28183.8,
155592,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752357, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794321, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,C15H16O2,CHEMBL418971,501.2,15848.9,,,
157617,nM,Potency,inconclusive,BAO_0000186,Potency,752570,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794560,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1nc2ccc([N+](=O)[O-])cc2s1,C7H5N3O2S,CHEMBL318275,79432.8,,,,
158184,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,C10H4Cl2O2,CHEMBL318782,22387.2,31622.8,,,
164913,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,C12H4Cl2F6N4OS,CHEMBL101326,39810.7,,,,
174019,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1cc([N+](=O)[O-])ccc1O,C6H6N2O3,CHEMBL316992,31622.8,,,,
178297,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 752357, Entry 1: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL1794321, Entry 1: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,C7H6N2O5,CHEMBL419564,25118.9,39810.7,,,
178507,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, Entry 3: BAO_0000186, ",Potency,"Entry 0: 752570, Entry 1: 752357, Entry 2: 752357, Entry 3: 752570, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 3: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, Entry 2: F, Entry 3: F, ","Entry 0: confirmatory, Entry 1: confirmatory, Entry 2: confirmatory, Entry 3: confirmatory, ","Entry 0: CHEMBL1794560, Entry 1: CHEMBL1794321, Entry 2: CHEMBL1794321, Entry 3: CHEMBL1794560, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, Entry 3: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, Entry 3: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, Entry 2: DATASET, Entry 3: DATASET, ",,,Oc1ccccc1-c1ccccc1,C12H10O,CHEMBL108829,31622.8,35481.3,281838.3,1122018.5,
178581,nM,Potency,inconclusive,BAO_0000186,Potency,752357,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL1794321,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccc(O)cc1,C6H7NO,CHEMBL1142,44668.4,,,,
