comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
PSQCHNPCTQXROI-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,90498,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,,698879,25025737,6872,10.1021/jm500684r,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,"Ban F, Leblanc E, Li H, Munuganti RS, Frewin K, Rennie PS, Cherkasov A.","To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.","InChI=1S/C17H17FN2O2/c1-11(2)20(10-14-4-3-7-22-14)17(21)16-9-12-8-13(18)5-6-15(12)19-16/h3-9,11,19H,10H2,1-2H3",0.79,-2.09,50.0,,,,,,,
PTCNDYVSDJGJEI-UHFFFAOYSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 65642, Entry 1: 65642, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, ",,"Entry 0: 479295, Entry 1: 479295, ","Entry 0: 22746350, Entry 1: 22746350, ","Entry 0: 6327, Entry 1: 6327, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/jm300233k, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2157978, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., ","Entry 0: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., Entry 1: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., ","InChI=1S/C16H17F4NO/c17-13-8-7-10(9-12(13)16(18,19)20)15-11-5-3-1-2-4-6-14(11)22-21-15/h7-9,11,14H,1-6H2",0.67,-0.75,66.3,76.0,,,,,,
PVEKRRMQFNPRLJ-AWEZNQCLSA-N,%,Inhibition,,BAO_0000201,INH,,60958,Antagonist activity at androgen receptor expressed in human LNAR cells assessed as inhibition of R1881-induced luciferase activity at 1 uM by spectrophotometry,In vitro,429067,22197140,1236,10.1016/j.bmcl.2011.11.068,CHEMBL1944520,Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer.,"Guo C, Kephart S, Ornelas M, Gonzalez J, Linton A, Pairish M, Nagata A, Greasley S, Elleraas J, Hosea N, Engebretsen J, Fanjul AN.","High throughput cell-based screening led to the identification of 3-aryloxy lactams as potent androgen receptor (AR) antagonists. Refinement of these leads to improve the ADME profile and remove residual agonism led to the discovery of 12, a potent full antagonist with greater oral bioavailability. Improvements in the ADME profile were realized by designing more ligand-efficient molecules with reduced molecular weights and lower lipophilicities.","InChI=1S/C18H21F3N2O3/c1-16(2)9-23(10-17(3,4)25)15(24)14(16)26-12-6-5-11(8-22)13(7-12)18(19,20)21/h5-7,14,25H,9-10H2,1-4H3/t14-/m0/s1",0.88,-0.32,29.0,,,,,,,
PWRSPDMMGWMASJ-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,113171,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,,,31493989,115081,10.1016/j.bmc.2019.115081,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.","Chen H, Zhang J, Hu P, Qian Y, Li J, Shen J.","Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.","InChI=1S/C23H19ClN2O2/c24-17-5-3-6-18(14-17)25-10-12-26(13-11-25)21-15-22(27)28-23-19-7-2-1-4-16(19)8-9-20(21)23/h1-9,14-15H,10-13H2",0.36,-0.78,40.1,,,,,,,
PWXKBZVUWMHXAS-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,106877,Antagonist activity at androgen receptor (unknown origin) expressed in African green monkey COS7 cells assessed as inhibition of R1881-induced protein activation at 10 uM after 24 hrs by luciferase reporter gene assay relative to control,,,29117897,1344,10.1016/j.ejmech.2017.10.031,CHEMBL4138152,Exploring the tetrahydroisoquinoline thiohydantoin scaffold blockade the androgen receptor as potent anti-prostate cancer agents.,"Xu X, Ge R, Li L, Wang J, Lu X, Xue S, Chen X, Li Z, Bian J.","Prostate cancer (PC) is a major cause of cancer-related male death in worldwide and the identification of new and improved potent anti-PC molecules is constantly required. A novel scaffold of tetrahydroisoquinoline thiohydantoin was rationally designed based on the enzalutamide structures and our pre-work, leading to the discovery of a series of new antiproliferative compounds. Several new analogues displayed improved androgen receptor (AR) antagonistic activity, while maintaining the higher selective toxicity toward LNCaP cells (AR-rich) versus DU145 cells (AR-deficient) compared to enzalutamide. In fact, compound 55 exhibited promising in vitro antitumor activity by impairing AR unclear translocation. More importantly, 55 showed better pharmacokinetic properties compared to the compound 1 reported in our pre-work. These results demonstrate a step towards the development of novel and improved AR antagonists.","InChI=1S/C22H16F4N4O3S/c1-2-33-20(32)28-17-6-13-10-29-18(7-12(13)5-16(17)23)19(31)30(21(29)34)14-4-3-11(9-27)15(8-14)22(24,25)26/h3-6,8,18H,2,7,10H2,1H3,(H,28,32)",0.51,-1.51,85.1,,,,,,,
QAPQNAMRJWTPBW-UHFFFAOYSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 65642, Entry 1: 65642, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, ",,"Entry 0: 479295, Entry 1: 479295, ","Entry 0: 22746350, Entry 1: 22746350, ","Entry 0: 6327, Entry 1: 6327, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/jm300233k, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2157978, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., ","Entry 0: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., Entry 1: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., ","InChI=1S/C14H14N2O/c15-9-10-5-7-11(8-6-10)14-12-3-1-2-4-13(12)17-16-14/h5-8,12-13H,1-4H2",0.74,-0.67,-5.8,-5.4,,,,,,
QASUCCHCBAQYKR-ZHACJKMWSA-N,%,Inhibition,,BAO_0000201,INH,,61470,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,,440133,22310230,2109,10.1016/j.bmcl.2011.12.141,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,"Kim YS, Kumar V, Lee S, Iwai A, Neckers L, Malhotra SV, Trepel JB.","Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.","InChI=1S/C18H15F3O3/c1-23-15-8-5-9-16(24-2)17(15)14(22)11-10-12-6-3-4-7-13(12)18(19,20)21/h3-11H,1-2H3/b11-10+",0.59,-0.38,87.0,,,,,,,
QBTNXKMNCCEDGT-STQMWFEESA-N,%,Inhibition,,BAO_0000201,INH,,91408,Antagonist activity against pSG5-tagged human androgen receptor expressed in COS1 cells assessed as receptor-mediated testosterone-induced transcriptional activity at 10 uM by AR-regulated rat probasin promoter fragment driven firefly luciferase reporter assay (Rvb = 100 +/- 5.7%),,734722,25646649,1574,10.1021/jm501995n,CHEMBL3407333,Synthesis and biological evaluation of second-generation tropanol-based androgen receptor modulators.,"Sundén H, Holland MC, Poutiainen PK, Jääskeläinen T, Pulkkinen JT, Palvimo JJ, Olsson R.","To circumvent antiandrogen resistance in prostate cancer, antiandrogens effective for both the androgen receptor (AR) and AR mutants are required. The AR antagonists in this study originate from previous findings, which showed that subtle differences in substitution pattern lead to a conformational change that alters the ligand activity, rendering an agonist to an antagonist. We have identified small yet potent tropanol-based ligands possessing significant antiandrogenic activity with both wild-type AR and the two most common AR ligand binding domain (LBD) mutants.","InChI=1S/C16H18F3N3O2S/c1-25(23,24)21-11-6-12-4-5-13(7-11)22(12)14-3-2-10(9-20)15(8-14)16(17,18)19/h2-3,8,11-13,21H,4-7H2,1H3/t12-,13-/m0/s1",0.88,-1.36,84.2,,,,,,,
QFNQJALQOHQCJI-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,103955,Antagonist activity at androgen receptor (unknown origin) expressed in COS-7 cells assessed as inhibition of R1881-induced MMTV promoter activity at 10 uM by luciferase reporter gene assay relative to control,,,27810589,1022,10.1016/j.ejmech.2016.10.049,CHEMBL4000170,Design and synthesis of indoline thiohydantoin derivatives based on enzalutamide as antiproliferative agents against prostate cancer.,"Zuo M, Xu X, Xie Z, Ge R, Zhang Z, Li Z, Bian J.","A novel scaffold of indoline thiohydantoin was discovered as potent androgen receptor (AR) antagonist through rational drug designation. Several compounds showed good biological profiles in AR binding and higher selective toxicity than enzalutamide toward LNCaP cells (AR-rich) versus DU145 cells (AR-deficient). In addition, the docking studies supported the rationalization of the biological evaluation. Among these compounds, the representative compound 48c exhibited the strongest inhibitory effect on LNCaP growth and also acted as a competitive AR antagonist. Further preliminary mechanism study confirmed that 48c exerted its AR antagonistic activity through impairing AR nuclear translocation. All these results indicated that the novel scaffold compounds demonstrated AR antagonistic behavior and promising candidates for future development were identified.","InChI=1S/C14H10F3N3OS/c15-14(16,17)10-6-9(4-3-8(10)7-18)20-12(21)11-2-1-5-19(11)13(20)22/h3-4,6,11H,1-2,5H2",0.74,-1.63,32.0,,,,,,,
QGAIKWYAUVZLAW-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,110521,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,,,30482547,143,10.1016/j.bmc.2018.11.029,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,"Chen H, Yu YZ, Tian XM, Wang CL, Qian YN, Deng ZA, Zhang JX, Lv DJ, Zhang HB, Shen JL, Yuan M, Zhao SC.","A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.","InChI=1S/C25H27ClN2O.2ClH/c26-23-10-12-25(13-11-23)29-19-14-21-6-8-22(9-7-21)20-27-15-17-28(18-16-27)24-4-2-1-3-5-24;;/h1-13H,14-20H2;2*1H",0.53,-1.29,32.4,,,,,,,
QGMWPELAPSEYRC-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,113171,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,,,31493989,115081,10.1016/j.bmc.2019.115081,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.","Chen H, Zhang J, Hu P, Qian Y, Li J, Shen J.","Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.","InChI=1S/C23H19FN2O2/c24-19-7-3-4-8-20(19)25-11-13-26(14-12-25)21-15-22(27)28-23-17-6-2-1-5-16(17)9-10-18(21)23/h1-10,15H,11-14H2",0.38,-0.66,52.3,,,,,,,
QGXSENHENIHRFJ-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,61510,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,,440468,22377517,2578,10.1016/j.bmcl.2012.01.116,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,"Guo C, Pairish M, Linton A, Kephart S, Ornelas M, Nagata A, Burke B, Dong L, Engebretsen J, Fanjul AN.","Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.","InChI=1S/C22H14F3N3O/c1-14-6-9-16(10-7-14)27-19-4-2-3-5-20(19)28(21(27)29)17-11-8-15(13-26)18(12-17)22(23,24)25/h2-12H,1H3",0.48,-1.36,12.6,,,,,,,
QIBWBIORGGAARE-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,113171,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,,,31493989,115081,10.1016/j.bmc.2019.115081,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.","Chen H, Zhang J, Hu P, Qian Y, Li J, Shen J.","Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.","InChI=1S/C23H19BrN2O2/c24-17-6-8-18(9-7-17)25-11-13-26(14-12-25)21-15-22(27)28-23-19-4-2-1-3-16(19)5-10-20(21)23/h1-10,15H,11-14H2",0.33,-0.62,25.1,,,,,,,
QIVIPKDOFAAVRK-YADHBBJMSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 75243, Entry 1: 75243, ","Entry 0: Inhibition of androgen receptor in human LNCAP cells assessed as decrease in PSA mRNA expression at 5 uM by RT-PCR analysis relative to control, Entry 1: Inhibition of androgen receptor in human LNCAP cells assessed as decrease in TMPRSS2 mRNA expression at 5 uM by RT-PCR analysis relative to control, ",,"Entry 0: 603719, Entry 1: 603720, ","Entry 0: 24044500, Entry 1: 24044500, ","Entry 0: 8297, Entry 1: 8297, ","Entry 0: 10.1021/jm301714s, Entry 1: 10.1021/jm301714s, ","Entry 0: CHEMBL2440058, Entry 1: CHEMBL2440058, ","Entry 0: Synthesis and structure-activity relationship studies of novel dihydropyridones as androgen receptor modulators., Entry 1: Synthesis and structure-activity relationship studies of novel dihydropyridones as androgen receptor modulators., ","Entry 0: Pepe A, Pamment M, Kim YS, Lee S, Lee MJ, Beebe K, Filikov A, Neckers L, Trepel JB, Malhotra SV., Entry 1: Pepe A, Pamment M, Kim YS, Lee S, Lee MJ, Beebe K, Filikov A, Neckers L, Trepel JB, Malhotra SV., ","Entry 0: A library of 3-hydroxy-2,3-dihydropyridones was synthesized, and their activities as antiandrogens were tested in the human prostate cancer cell line LNCaP. Structure-activity relationship (SAR) studies resulted in the identification of a potent compound whose activity is comparable to that of MDV3100. Homology modeling and molecular mechanics were used to build a structural model of the androgen receptor-ligand binding domain and to investigate the structural basis of the antagonism. The model is qualitatively consistent with the observed SAR. Moreover, the enrichment plot shows that screening with the model performs significantly better than random screening. Therefore, the model probably represents a realistic conformation of the antagonist form and can be utilized for structure-based design of novel antiandrogens., Entry 1: A library of 3-hydroxy-2,3-dihydropyridones was synthesized, and their activities as antiandrogens were tested in the human prostate cancer cell line LNCaP. Structure-activity relationship (SAR) studies resulted in the identification of a potent compound whose activity is comparable to that of MDV3100. Homology modeling and molecular mechanics were used to build a structural model of the androgen receptor-ligand binding domain and to investigate the structural basis of the antagonism. The model is qualitatively consistent with the observed SAR. Moreover, the enrichment plot shows that screening with the model performs significantly better than random screening. Therefore, the model probably represents a realistic conformation of the antagonist form and can be utilized for structure-based design of novel antiandrogens., ","InChI=1S/C25H20F3N3O4S/c1-15-12-19(36-14-15)21-22(35-24(34)30(2)17-6-4-3-5-7-17)18(32)10-11-31(21)23(33)16-8-9-20(29-13-16)25(26,27)28/h3-14,21-22H,1-2H3/t21-,22+/m1/s1",0.47,-1.10,90.0,90.0,,,,,,
QJKDERIREONQEB-ZDUSSCGKSA-N,%,Inhibition,,BAO_0000201,INH,,60958,Antagonist activity at androgen receptor expressed in human LNAR cells assessed as inhibition of R1881-induced luciferase activity at 1 uM by spectrophotometry,In vitro,429067,22197140,1236,10.1016/j.bmcl.2011.11.068,CHEMBL1944520,Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer.,"Guo C, Kephart S, Ornelas M, Gonzalez J, Linton A, Pairish M, Nagata A, Greasley S, Elleraas J, Hosea N, Engebretsen J, Fanjul AN.","High throughput cell-based screening led to the identification of 3-aryloxy lactams as potent androgen receptor (AR) antagonists. Refinement of these leads to improve the ADME profile and remove residual agonism led to the discovery of 12, a potent full antagonist with greater oral bioavailability. Improvements in the ADME profile were realized by designing more ligand-efficient molecules with reduced molecular weights and lower lipophilicities.","InChI=1S/C16H14F3N3O2/c1-15(2)9-22(6-5-20)14(23)13(15)24-11-4-3-10(8-21)12(7-11)16(17,18)19/h3-4,7,13H,6,9H2,1-2H3/t13-/m0/s1",0.79,-0.61,89.0,,,,,,,
QKBURCBWLIXXPH-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,Inhibition,,36143,Displacement of [3H]dihydrotesterone from androgen receptor at 10 uM,,,17587578,4905,10.1016/j.bmcl.2007.06.036,CHEMBL1146208,"Discovery and optimization of novel, non-steroidal glucocorticoid receptor modulators.","Ray NC, Clark RD, Clark DE, Williams K, Hickin HG, Crackett PH, Dyke HJ, Lockey PM, Wong M, Devos R, White A, Belanoff JK.",A virtual screening approach comprising a 3-D similarity search based on known GR modulators was used to identify a novel series of non-steroidal glucocorticoid receptor (GR) antagonists. Optimization of the initial hit to provide potent compounds which exhibit good selectivity against other steroidal nuclear hormone receptors is described.,"InChI=1S/C22H23N3O2/c26-21-19(15-16-7-3-1-4-8-16)20(23-22(27)24-21)25-13-11-18(12-14-25)17-9-5-2-6-10-17/h1-10,18H,11-15H2,(H2,23,24,26,27)",0.75,-0.49,17.0,,,,,,,
