comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25
KQGLDCQFYQPCJU-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,35972,Agonist activity at human androgen receptor expressed in CV1 cells,In vitro,,17257838,1526,10.1016/j.bmcl.2007.01.007,CHEMBL1144605,Discovery of an androgen receptor modulator pharmacophore based on 2-quinolinones.,"van Oeveren A, Pio BA, Tegley CM, Higuchi RI, Wu M, Jones TK, Marschke KB, Negro-Vilar A, Zhi L.",A series of alkylamino-2-quinolinone compounds (3) was discovered as androgen receptor modulators based on an early linear tricyclic quinoline pharmacophore (1). The series demonstrated selective high binding affinity to androgen receptor and potent receptor modulating activities in the cotransfection assays.,"InChI=1S/C14H8F9NO2/c15-12(16,17)5-24(6-13(18,19)20)7-1-2-8-9(14(21,22)23)4-11(25)26-10(8)3-7/h1-4H,5-6H2",0.56,-0.81,73.0,,,,,,,,,,,,,,,,,,,,,,,,,
KQHQCOMIOSNTPU-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,36333,Agonist activity at human AR,,,17267219,1531,10.1016/j.bmcl.2007.01.001,CHEMBL1147033,Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones.,"van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L.",A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity.,"InChI=1S/C17H12F6N2OS/c18-16(19,20)9-25(8-11-2-1-5-27-11)10-3-4-14-12(6-10)13(17(21,22)23)7-15(26)24-14/h1-7H,8-9H2,(H,24,26)",0.61,-1.70,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
KQUQKSCHNKINQQ-XVFXGUTESA-N,nM,EC50,,BAO_0000188,EC50,,113383,Agonist activity at human androgen receptor in human LNCAP cells harboring firefly luciferase gene after 20 hrs by One-Glo luciferase reporter gene assay,,,31274313,6764,10.1021/acs.jmedchem.9b00711,CHEMBL4406804,Discovery of a Potent Steroidal Glucocorticoid Receptor Antagonist with Enhanced Selectivity against the Progesterone and Androgen Receptors (OP-3633).,"Du X, Eksterowicz J, Zhou H, Rew Y, Zhu L, Yan X, Medina JC, Huang T, Chen X, Sutimantanapi D, Jahchan N, Kong W, Sun J, Zavorotinskaya T, Ye Q, Fantin VR, Sun D.","Structure-based modification of mifepristone (1) led to the discovery of novel mifepristone derivatives with improved selectivity profile. Addition of a methyl group at the C10 position of the steroid has a significant impact on progesterone receptor (PR) and androgen receptor (AR) activity. Within this series, OP-3633 (15) emerged as a glucocorticoid receptor (GR) antagonist with increased selectivity against PR and AR, improved cytochrome P450 inhibition profile, and significantly improved pharmacokinetic properties compared to 1. Furthermore, 15 demonstrated substantial inhibition of GR transcriptional activity in the GR positive HCC1806 triple negative breast cancer xenograft model. Overall, compound 15 is a promising GR antagonist candidate to clinically evaluate the impact of GR inhibition in reversal or prevention of therapy resistance.","InChI=1S/C32H41NO2/c1-4-15-32(35)17-14-28-26-12-9-23-20-25(34)13-16-30(23,2)29(26)27(21-31(28,32)3)22-7-10-24(11-8-22)33-18-5-6-19-33/h7-8,10-11,20,26-29,35H,5-6,9,12-14,16-19,21H2,1-3H3/t26-,27+,28-,29+,30-,31-,32-/m0/s1",0.52,1.13,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,
KROLVKONLQIYIJ-MWLCHTKSSA-N,nM,EC50,,BAO_0000188,EC50,,36717,Agonist activity at human androgen receptor by luciferase reporter gene assay,,,17887661,5052,10.1021/jm070231h,CHEMBL1148826,Substituted 6-(1-pyrrolidine)quinolin-2(1H)-ones as novel selective androgen receptor modulators.,"Martinborough E, Shen Y, Oeveren Av, Long YO, Lau TL, Marschke KB, Chang WY, López FJ, Vajda EG, Rix PJ, Viveros OH, Negro-Vilar A, Zhi L.","The androgen receptor is a ligand inducible transcription factor that is involved in a broad range of physiological functions. Here we describe the discovery of a new class of orally available selective androgen receptor modulators. The lead compound, 6-[(2R,5R)-2-methyl-5-((R)-2,2,2-trifluoro-1-hydroxyethyl)pyrrolidin-1-yl]-4-trifluoromethylquinolin-2(1H)-one (6a), showed excellent anabolic activity in muscle with reduced effect on the prostate in a rat model of hypogonadism. The compound also improved bone strength in a rat model of post-menopausal osteoporosis.","InChI=1S/C16H16ClF3N2O/c1-9-2-3-11(8-17)22(9)10-4-5-14-12(6-10)13(16(18,19)20)7-15(23)21-14/h4-7,9,11H,2-3,8H2,1H3,(H,21,23)/t9-,11-/m1/s1",0.83,-0.66,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
KTEIFNFDVGVKDC-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,35644,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,In vitro,,17439112,2496,10.1021/jm061329j,CHEMBL1139861,"Novel series of potent, nonsteroidal, selective androgen receptor modulators based on 7H-[1,4]oxazino[3,2-g]quinolin-7-ones.","Higuchi RI, Arienti KL, López FJ, Mani NS, Mais DE, Caferro TR, Long YO, Jones TK, Edwards JP, Zhi L, Schrader WT, Negro-Vilar A, Marschke KB.","Recent interest in orally available androgens has fueled the search for new androgens for use in hormone replacement therapy and as anabolic agents. In pursuit of this, we have discovered a series of novel androgen receptor modulators derived from 7H-[1,4]oxazino[3,2-g]quinolin-7-ones. These compounds were synthesized and evaluated in competitive binding assays and an androgen receptor transcriptional activation assay. A number of compounds from the series demonstrated single-digit nanomolar agonist activity in vitro. In addition, lead compound (R)-16e was orally active in established rodent models that measure androgenic and anabolic properties of these agents. In this assay, (R)-16e demonstrated full efficacy in muscle and only partially stimulated the prostate at 100 mg/kg. These data suggest that these compounds may be utilized as selective androgen receptor modulators or SARMs. This series represents a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C13H11F3N2O2/c1-18-2-3-20-11-6-9-7(4-10(11)18)8(13(14,15)16)5-12(19)17-9/h4-6H,2-3H2,1H3,(H,17,19)",0.81,-1.02,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
KUHWWIZEDYSYQX-MRVPVSSYSA-N,nM,EC50,,BAO_0000188,EC50,,37738,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,In vitro,,17703938,5446,10.1016/j.bmcl.2007.07.034,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.","Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L.","A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.","InChI=1S/C15H15F3N2O2/c1-2-3-8-7-22-14-11(19-8)5-4-10-13(14)9(15(16,17)18)6-12(21)20-10/h4-6,8,19H,2-3,7H2,1H3,(H,20,21)/t8-/m1/s1",0.89,-0.08,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
KWCPBDDHPUENIS-HPRBHFMPSA-N,nM,EC50,,BAO_0000188,EC50,,48062,Agonist activity at androgen receptor in human MDA-MB-453 cells transfected with MMTV-LUC assessed as induction of MMTV-LTR/promoter linked LUC gene by luciferase transactivation assay,,,19606870,4581,10.1021/jm900880r,CHEMBL1153470,"Design, synthesis, and biological evaluation of 16-substituted 4-azasteroids as tissue-selective androgen receptor modulators (SARMs).","Mitchell HJ, Dankulich WP, Hartman GD, Prueksaritanont T, Schmidt A, Vogel RL, Bai C, McElwee-Witmer S, Zhang HZ, Chen F, Leu CT, Kimmel DB, Ray WJ, Nantermet P, Gentile MA, Duggan ME, Meissner RS.","A novel series of 16-substituted-4-azasteroids has been identified as potential tissue-selective androgen receptor modulators. These ligands display potent hAR binding and agonist activity, low virilizing potential, and good pharmacokinetic profiles in dogs. On the basis of its in vitro profile, 21 was evaluated in the OVX and ORX rat models and exhibited an osteoanabolic, tissue-selective profile.","InChI=1S/C20H31NO2/c1-12-11-15-13-5-6-16-19(2,10-8-17(22)21(16)4)14(13)7-9-20(15,3)18(12)23/h8,10,12-16,18,23H,5-7,9,11H2,1-4H3/t12-,13-,14+,15+,16-,18+,19-,20+/m1/s1",0.74,2.37,119.0,,,,,,,,,,,,,,,,,,,,,,,,,
LBEXJBKTYHESTM-IYBDPMFKSA-N,nM,EC50,,BAO_0000188,EC50,,114343,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,,,27563404,790,10.1021/acsmedchemlett.6b00186,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,"Johnson JK, Skoda EM, Zhou J, Parrinello E, Wang D, O'Malley K, Eyer BR, Kazancioglu M, Eisermann K, Johnston PA, Nelson JB, Wang Z, Wipf P.","After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.","InChI=1S/C21H29N3O2S/c1-14-7-6-8-19(9-14)24-15(2)10-23(11-16(24)3)21(25)13-27-12-20-17(4)22-26-18(20)5/h6-9,15-16H,10-13H2,1-5H3/t15-,16+",0.78,-1.90,16600.0,,,,,,,,,,,,,,,,,,,,,,,,,
LBYBRFWSHPZPLM-GFCCVEGCSA-N,nM,EC50,,BAO_0000188,EC50,,91251,Modulation of androgen receptor (unknown origin) expressed in Cos7 cells assessed as luciferase activity after 24 hrs,,730219,25862209,2578,10.1016/j.bmc.2015.03.032,CHEMBL3399980,Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs). Part I.,"Aikawa K, Miyawaki T, Hitaka T, Imai YN, Hara T, Miyazaki J, Yamaoka M, Kusaka M, Kanzaki N, Tasaka A, Shiraishi M, Yamamoto S.","To develop effective drugs for hypogonadism, sarcopenia, and cachexia, we designed, synthesized, and evaluated selective androgen receptor modulators (SARMs) that exhibit not only anabolic effects on organs such as muscles and the central nervous system (CNS) but also neutral or antagonistic effects on the prostate. Based on the information obtained from a docking model with androgen receptor (AR), we modified a hit compound A identified through high-throughput screening. Among the prepared compounds, 1-(4-cyano-1-naphthyl)-2,3-disubstituted pyrrolidine derivatives 17h, 17m, and 17j had highly potent AR agonistic activities in vitro and good tissue selectivity in vivo. These derivatives increased the weight of the levator ani muscle without influencing the prostate and seminal vesicle. In addition, these compounds induced sexual behavior in castrated rats, indicating that the compounds could also act as agonists on the CNS.","InChI=1S/C16H16N2/c1-12-5-4-10-18(12)16-9-8-13(11-17)14-6-2-3-7-15(14)16/h2-3,6-9,12H,4-5,10H2,1H3/t12-/m1/s1",0.75,-0.98,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,
LBYBRFWSHPZPLM-LBPRGKRZSA-N,nM,EC50,,BAO_0000188,EC50,,91251,Modulation of androgen receptor (unknown origin) expressed in Cos7 cells assessed as luciferase activity after 24 hrs,,730219,25862209,2578,10.1016/j.bmc.2015.03.032,CHEMBL3399980,Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs). Part I.,"Aikawa K, Miyawaki T, Hitaka T, Imai YN, Hara T, Miyazaki J, Yamaoka M, Kusaka M, Kanzaki N, Tasaka A, Shiraishi M, Yamamoto S.","To develop effective drugs for hypogonadism, sarcopenia, and cachexia, we designed, synthesized, and evaluated selective androgen receptor modulators (SARMs) that exhibit not only anabolic effects on organs such as muscles and the central nervous system (CNS) but also neutral or antagonistic effects on the prostate. Based on the information obtained from a docking model with androgen receptor (AR), we modified a hit compound A identified through high-throughput screening. Among the prepared compounds, 1-(4-cyano-1-naphthyl)-2,3-disubstituted pyrrolidine derivatives 17h, 17m, and 17j had highly potent AR agonistic activities in vitro and good tissue selectivity in vivo. These derivatives increased the weight of the levator ani muscle without influencing the prostate and seminal vesicle. In addition, these compounds induced sexual behavior in castrated rats, indicating that the compounds could also act as agonists on the CNS.","InChI=1S/C16H16N2/c1-12-5-4-10-18(12)16-9-8-13(11-17)14-6-2-3-7-15(14)16/h2-3,6-9,12H,4-5,10H2,1H3/t12-/m0/s1",0.75,-0.98,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
LBZVKDVSMIHVGK-MLGOLLRUSA-N,nM,EC50,,BAO_0000188,EC50,,3036,Agonistic activity (EC50) against human androgen receptor (hAR) in co-transfected CV-1 cell,,,9871534,750,10.1016/s0960-894x(98)00107-3,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.","Edwards JP, West SJ, Pooley CL, Marschke KB, Farmer LJ, Jones TK.","A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.","InChI=1S/C20H23F3N2O/c1-3-8-25-16-7-5-4-6-12(16)13-9-14-15(20(21,22)23)10-19(26)24(2)17(14)11-18(13)25/h9-12,16H,3-8H2,1-2H3/t12-,16-/m1/s1",0.76,-0.45,324.0,,,,,,,,,,,,,,,,,,,,,,,,,
LCCGHQZCKDIQDC-FQEVSTJZSA-N,nM,EC50,,BAO_0000188,EC50,AGONIST,123921,Agonist activity at Androgen receptor (unknown origin) measured by androgen response element luciferase assay,,,35786895,8797,10.1021/acs.jmedchem.2c00716,CHEMBL5137058,Therapeutic Strategies to Target the Androgen Receptor.,"Xiang W, Wang S.","The androgen receptor (AR) plays a key role in the maintenance of muscle and bone and the support of male sexual-related functions, as well as in the progression of prostate cancer. Accordingly, AR-targeted therapies have been developed for the treatment of related human diseases and conditions. AR agonists are an important class of drugs in the treatment of bone loss and muscle atrophy. AR antagonists have also been developed for the treatment of prostate cancer, including metastatic castration-resistant prostate cancer (mCRPC). Additionally, selective AR degraders (SARDs) have been reported. More recently, heterobifunctional degrader molecules of AR have been developed, and four such compounds are now in clinical development for the treatment of human prostate cancer. This review attempts to summarize the different types of compounds designed to target AR and the current frontiers of research on this important therapeutic target.","InChI=1S/C20H19FN2O3/c1-20(25,10-12-26-16-7-5-15(21)6-8-16)19(24)23-11-9-17-14(13-22)3-2-4-18(17)23/h2-8,25H,9-12H2,1H3/t20-/m0/s1",0.90,-0.95,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
LCTXHPZYTFNYEN-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,3578,Agonistic activity against human androgen receptor (hAR) expressed in CV-1 cell lines,,,10230629,1012,10.1016/s0960-894x(99)00119-5,CHEMBL1132083,"Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone.","Zhi L, Tegley CM, Marschke KB, Jones TK.","New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay.","InChI=1S/C15H15F3N2O/c1-14(2)4-3-8-5-9-10(15(16,17)18)6-13(21)19-12(9)7-11(8)20-14/h5-7,20H,3-4H2,1-2H3,(H,19,21)",0.77,-0.53,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
LGNMYPWWRADFMJ-LBPRGKRZSA-N,nM,EC50,,BAO_0000188,EC50,,3578,Agonistic activity against human androgen receptor (hAR) expressed in CV-1 cell lines,,,10230629,1012,10.1016/s0960-894x(99)00119-5,CHEMBL1132083,"Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone.","Zhi L, Tegley CM, Marschke KB, Jones TK.","New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay.","InChI=1S/C16H17F3N2O/c1-8(2)12-4-3-9-5-10-11(16(17,18)19)6-15(22)21-14(10)7-13(9)20-12/h5-8,12,20H,3-4H2,1-2H3,(H,21,22)/t12-/m0/s1",0.82,-0.13,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
LGNNPMLVSVGWSH-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,39522,Agonist activity at human androgen receptor in CV1 cells by transcriptional activation assay,,,18400499,2971,10.1016/j.bmcl.2008.03.062,CHEMBL1145608,"Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity.","Long YO, Higuchi RI, Caferro TR, Lau TL, Wu M, Cummings ML, Martinborough EA, Marschke KB, Chang WY, López FJ, Karanewsky DS, Zhi L.","Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay.","InChI=1S/C17H16F6N2O3/c1-2-27-6-9-7-28-14-5-12-10(3-13(14)25(9)8-16(18,19)20)11(17(21,22)23)4-15(26)24-12/h3-5,9H,2,6-8H2,1H3,(H,24,26)",0.78,-0.64,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
LIUZXHGDAOUZLO-UHFFFAOYSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,,"Entry 0: 61360, Entry 1: 61360, ","Entry 0: Agonist activity at androgen receptor expressed in Cos7 cells after 24 hrs by luciferase reporter gene assay, Entry 1: Agonist activity at androgen receptor T877A mutant expressed in Cos7 cells after 24 hrs by luciferase reporter gene assay, ","Entry 0: In vitro, Entry 1: In vitro, ","Entry 0: 435471, Entry 1: 435472, ","Entry 0: 22391033, Entry 1: 22391033, ","Entry 0: 2352, Entry 1: 2352, ","Entry 0: 10.1016/j.bmc.2012.02.005, Entry 1: 10.1016/j.bmc.2012.02.005, ","Entry 0: CHEMBL1955860, Entry 1: CHEMBL1955860, ","Entry 0: Design, synthesis, and biological evaluation of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole derivatives as novel androgen receptor antagonists., Entry 1: Design, synthesis, and biological evaluation of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole derivatives as novel androgen receptor antagonists., ","Entry 0: Yamamoto S, Tomita N, Suzuki Y, Suzaki T, Kaku T, Hara T, Yamaoka M, Kanzaki N, Hasuoka A, Baba A, Ito M., Entry 1: Yamamoto S, Tomita N, Suzuki Y, Suzaki T, Kaku T, Hara T, Yamaoka M, Kanzaki N, Hasuoka A, Baba A, Ito M., ","Entry 0: A series of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole compounds B were designed, synthesized, and evaluated for their potential as new-generation androgen receptor (AR) antagonists therapeutically effective against castration-resistant prostate cancer (CRPC). Introduction of a bulky amide substituent (R(2)) to the terminal aryl ring of the 4-arylmethyl group favored the reduction of agonistic activity and improved the pharmacokinetic (PK) properties. Similarly, introduction of a bulky substituent in the 4-aryloxy derivatives also resulted in improved PK properties. Compounds 28 h and 44b exhibited potent antitumor effects against a CRPC model of LNCaP-hr cell line in a mouse xenograft model. On the contrary, bicalutamide showed only partial suppression of tumor growth. These results suggest that the novel pyrazole derivatives are new-generation AR antagonists, different from the 'first-generation' antagonists such as bicalutamide in a CRPC treatment model., Entry 1: A series of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole compounds B were designed, synthesized, and evaluated for their potential as new-generation androgen receptor (AR) antagonists therapeutically effective against castration-resistant prostate cancer (CRPC). Introduction of a bulky amide substituent (R(2)) to the terminal aryl ring of the 4-arylmethyl group favored the reduction of agonistic activity and improved the pharmacokinetic (PK) properties. Similarly, introduction of a bulky substituent in the 4-aryloxy derivatives also resulted in improved PK properties. Compounds 28 h and 44b exhibited potent antitumor effects against a CRPC model of LNCaP-hr cell line in a mouse xenograft model. On the contrary, bicalutamide showed only partial suppression of tumor growth. These results suggest that the novel pyrazole derivatives are new-generation AR antagonists, different from the 'first-generation' antagonists such as bicalutamide in a CRPC treatment model., ","InChI=1S/C22H22ClN5O2/c1-13-20(14(2)28(27-13)17-8-6-15(11-24)18(23)10-17)30-19-9-7-16(12-25-19)26-21(29)22(3,4)5/h6-10,12H,1-5H3,(H,26,29)",0.62,-2.29,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,
LJFARBUAFWPUTN-JQWIXIFHSA-N,nM,EC50,,BAO_0000188,EC50,,104781,Agonist activity at human AR expressed in African green monkey COS7 cells after 24 hrs by luciferase reporter gene assay,,,28454849,3349,10.1016/j.bmc.2017.04.018,CHEMBL4020736,Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs) Part III: Discovery of 4-(5-oxopyrrolidine-1-yl)benzonitrile derivative 2f as a clinical candidate.,"Aikawa K, Asano M, Ono K, Habuka N, Yano J, Wilson K, Fujita H, Kandori H, Hara T, Morimoto M, Santou T, Yamaoka M, Nakayama M, Hasuoka A.","We previously reported that 4-(pyrrolidin-1-yl)benzonitrile derivative 1b was a selective androgen receptor modulator (SARM) that exhibited anabolic effects on organs such as muscles and the central nervous system (CNS), but neutral effects on the prostate. From further modification, we identified that 4-(5-oxopyrrolidine-1-yl)benzonitrile derivative 2a showed strong AR binding affinity with improved metabolic stabilities. Based on these results, we tried to enhance the AR agonistic activities by modifying the substituents of the 5-oxopyrrolidine ring. As a consequence, we found that 4-[(2S,3S)-2-ethyl-3-hydroxy-5-oxopyrrolidin-1-yl]-2-(trifluoromethyl)benzonitrile (2f) had ideal SARM profiles in Hershberger assay and sexual behavior induction assay. Furthermore, 2f showed good pharmacokinetic profiles in rats, dogs, monkeys, excellent nuclear selectivity and acceptable toxicological profiles. We also determined its binding mode by obtaining the co-crystal structures with AR.","InChI=1S/C14H15ClN2O2/c1-3-10-12(18)6-13(19)17(10)11-5-4-9(7-16)14(15)8(11)2/h4-5,10,12,18H,3,6H2,1-2H3/t10-,12-/m0/s1",0.90,-0.22,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
LJQBTMVNFWIQQC-RYUDHWBXSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, Entry 2: BAO_0000188, ",EC50,"Entry 0: MODULATOR, Entry 1: AGONIST, ","Entry 0: 104781, Entry 1: 123465, Entry 2: 123921, ","Entry 0: Agonist activity at human AR expressed in African green monkey COS7 cells after 24 hrs by luciferase reporter gene assay, Entry 1: Modulation of Androgen receptor (unknown origin), Entry 2: Agonist activity at Androgen receptor (unknown origin), ",,,"Entry 0: 28454849, Entry 1: 35063736, Entry 2: 35786895, ","Entry 0: 3349, Entry 1: 114119, Entry 2: 8797, ","Entry 0: 10.1016/j.bmc.2017.04.018, Entry 1: 10.1016/j.ejmech.2022.114119, Entry 2: 10.1021/acs.jmedchem.2c00716, ","Entry 0: CHEMBL4020736, Entry 1: CHEMBL5126525, Entry 2: CHEMBL5137058, ","Entry 0: Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs) Part III: Discovery of 4-(5-oxopyrrolidine-1-yl)benzonitrile derivative 2f as a clinical candidate., Entry 1: Overview of the development of selective androgen receptor modulators (SARMs) as pharmacological treatment for osteoporosis (1998-2021)., Entry 2: Therapeutic Strategies to Target the Androgen Receptor., ","Entry 0: Aikawa K, Asano M, Ono K, Habuka N, Yano J, Wilson K, Fujita H, Kandori H, Hara T, Morimoto M, Santou T, Yamaoka M, Nakayama M, Hasuoka A., Entry 1: Xie Y, Tian Y, Zhang Y, Zhang Z, Chen R, Li M, Tang J, Bian J, Li Z, Xu X., Entry 2: Xiang W, Wang S., ","Entry 0: We previously reported that 4-(pyrrolidin-1-yl)benzonitrile derivative 1b was a selective androgen receptor modulator (SARM) that exhibited anabolic effects on organs such as muscles and the central nervous system (CNS), but neutral effects on the prostate. From further modification, we identified that 4-(5-oxopyrrolidine-1-yl)benzonitrile derivative 2a showed strong AR binding affinity with improved metabolic stabilities. Based on these results, we tried to enhance the AR agonistic activities by modifying the substituents of the 5-oxopyrrolidine ring. As a consequence, we found that 4-[(2S,3S)-2-ethyl-3-hydroxy-5-oxopyrrolidin-1-yl]-2-(trifluoromethyl)benzonitrile (2f) had ideal SARM profiles in Hershberger assay and sexual behavior induction assay. Furthermore, 2f showed good pharmacokinetic profiles in rats, dogs, monkeys, excellent nuclear selectivity and acceptable toxicological profiles. We also determined its binding mode by obtaining the co-crystal structures with AR., Entry 1: Osteoporosis is a common disease in which the risk of fracture increases due to decreased bone mass and qualitative skeletal changes. Selective androgen receptor modulators (SARMs) are agonists with tissue selectivity, which act as partial or weak androgen receptor (AR) agonists in androgenic tissues, but mainly as complete AR agonists in synthetic metabolic tissues. In the recent 20 years, many scaffolds of SARMs have been reported, among which several molecules are promising and are undergoing clinical trial evaluation. However, it is still a challenge to discover SARMs with high activity and reduced side effects. In this review, not only are structure of SARMs reported in the literatures systematically collected and classified but also the structure-activity relationships (SAR) are systematically summarized. Furthermore, the advances in SARMs as potential treatment for osteoporosis are also updated., Entry 2: The androgen receptor (AR) plays a key role in the maintenance of muscle and bone and the support of male sexual-related functions, as well as in the progression of prostate cancer. Accordingly, AR-targeted therapies have been developed for the treatment of related human diseases and conditions. AR agonists are an important class of drugs in the treatment of bone loss and muscle atrophy. AR antagonists have also been developed for the treatment of prostate cancer, including metastatic castration-resistant prostate cancer (mCRPC). Additionally, selective AR degraders (SARDs) have been reported. More recently, heterobifunctional degrader molecules of AR have been developed, and four such compounds are now in clinical development for the treatment of human prostate cancer. This review attempts to summarize the different types of compounds designed to target AR and the current frontiers of research on this important therapeutic target., ","InChI=1S/C14H13F3N2O2/c1-2-11-12(20)6-13(21)19(11)9-4-3-8(7-18)10(5-9)14(15,16)17/h3-5,11-12,20H,2,6H2,1H3/t11-,12-/m0/s1",0.91,-0.81,4.7,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,
