comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21
OZCWLRIIYUZOSU-CYBMUJFWSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 37738, Entry 1: 37738, ","Entry 0: Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay at 5 nM relative to DHT, Entry 1: Antagonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay, ","Entry 0: In vitro, Entry 1: In vitro, ",,"Entry 0: 17703938, Entry 1: 17703938, ","Entry 0: 5446, Entry 1: 5446, ","Entry 0: 10.1016/j.bmcl.2007.07.034, Entry 1: 10.1016/j.bmcl.2007.07.034, ","Entry 0: CHEMBL1139788, Entry 1: CHEMBL1139788, ","Entry 0: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., Entry 1: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., ","Entry 0: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., Entry 1: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., ","Entry 0: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., Entry 1: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., ","InChI=1S/C21H16F6N2O2/c22-20(23,24)11-29-13(8-12-4-2-1-3-5-12)10-31-19-16(29)7-6-15-18(19)14(21(25,26)27)9-17(30)28-15/h1-7,9,13H,8,10-11H2,(H,28,30)/t13-/m1/s1",0.59,-0.58,20.0,63.0,,,,,,,,,,,,,,,,,,,,
OZGJGGGYYPKMDN-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,5583,Antagonist efficacy for Androgen receptor,,,12781198,2078,10.1016/s0960-894x(03)00256-7,CHEMBL1144945,"Development of progesterone receptor antagonists from 1,2-dihydrochromeno[3,4-f]quinoline agonist pharmacophore.","Zhi L, Ringgenberg JD, Edwards JP, Tegley CM, West SJ, Pio B, Motamedi M, Jones TK, Marschke KB, Mais DE, Schrader WT.","A series of 1,2-dihydrochromeno[3,4-f]quinoline derivatives was synthesized and tested in biological assays to evaluate the nonsteroidal progesterone receptor modulator pharmacophore (4) as antiprogestins. A number of potent analogues were identified by modification of the substituents at the D-ring.","InChI=1S/C20H17FN2O/c1-11-8-20(2,3)23-17-5-4-13-14-6-12(9-22)7-16(21)19(14)24-10-15(13)18(11)17/h4-8,23H,10H2,1-3H3",0.75,-0.09,80.0,,,,,,,,,,,,,,,,,,,,,
OZOCEQJJPURLNT-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14815,Efficacy as a function of maximal inhibition against human androgen receptor.,,,9484511,639,10.1021/jm970699s,CHEMBL1131477,"Synthesis and biological activity of a novel series of nonsteroidal, peripherally selective androgen receptor antagonists derived from 1,2-dihydropyridono[5,6-g]quinolines.","Hamann LG, Higuchi RI, Zhi L, Edwards JP, Wang XN, Marschke KB, Kong JW, Farmer LJ, Jones TK.","A new nonsteroidal antiandrogenic pharmacophore has been discovered using cell-based cotransfection assays with human androgen receptor (hAR). This series of AR antagonists is structurally characterized by a linear tricyclic 1,2-dihydropyridono[5,6-g]quinoline core. Analogues inhibit AR-mediated reporter gene expression and bind to AR as potently as or better than any known AR antagonists. Several analogues also showed excellent in vivo activity in classic rodent models of AR antagonism, inhibiting growth of rat ventral prostate and seminal vesicles, without accompanying increases in serum gonadotropin and testosterone levels, as is seen with other AR antagonists. Investigations of structure-activity relationships surrounding this pharmacophore resulted in molecules with complete specificity for AR, antagonist activity on an AR mutant commonly observed in prostate cancer patients, and improved in vivo efficacy. Molecules based on this series of compounds have the potential to provide unique and effective clinical opportunities for treatment of prostate cancer and other androgen-dependent diseases.","InChI=1S/C17H19F3N2O/c1-3-5-16(2)6-4-10-7-11-12(17(18,19)20)8-15(23)21-14(11)9-13(10)22-16/h7-9,22H,3-6H2,1-2H3,(H,21,23)",0.83,-0.19,65.0,,,,,,,,,,,,,,,,,,,,,
PDEIPQPDODOWPI-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14574,Efficacy as percent inhibition of Androgen receptor with DHT EC50,,,9719599,3466,10.1021/jm9801915,CHEMBL1131082,"Discovery and preliminary SAR studies of a novel, nonsteroidal progesterone receptor antagonist pharmacophore.","Pooley CL, Edwards JP, Goldman ME, Wang MW, Marschke KB, Crombie DL, Jones TK.","A series of 6-aryl-1,2-dihydro-2,2,4-trimethylquinolines was synthesized and tested for functional activity on the human progesterone receptor isoform B (hPR-B) in mammalian (CV-1) cells. The lead compound LG001447 (1,2-dihydro-2,2, 4-trimethyl-6-phenylquinoline) was discovered via directed high throughput screening of a defined chemical library utilizing an hPR-B cotransfection assay. Electron-withdrawing substituents at the meta position of the C(6) aryl group afforded substantial improvements in hPR modulatory activity. Several analogues were able to potently block the effects of progesterone in vitro. Two compounds, 10 (LG120753) and 11 (LG120830) with potencies comparable or equal to the steroidal hPR antagonist onapristone (ZK98,299), were demonstrated to act as antiprogestins in vivo after oral administration to rodents. This is the first disclosure of orally active nonsteroidal antiprogestins.","InChI=1S/C19H18N2/c1-13-11-19(2,3)21-18-8-7-16(10-17(13)18)15-6-4-5-14(9-15)12-20/h4-11,21H,1-3H3",0.81,-0.61,86.0,,,,,,,,,,,,,,,,,,,,,
PDXCFTVMFXAKMC-BDAKNGLRSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14815,Efficacy as a function of maximal inhibition against human androgen receptor.,,,9484511,639,10.1021/jm970699s,CHEMBL1131477,"Synthesis and biological activity of a novel series of nonsteroidal, peripherally selective androgen receptor antagonists derived from 1,2-dihydropyridono[5,6-g]quinolines.","Hamann LG, Higuchi RI, Zhi L, Edwards JP, Wang XN, Marschke KB, Kong JW, Farmer LJ, Jones TK.","A new nonsteroidal antiandrogenic pharmacophore has been discovered using cell-based cotransfection assays with human androgen receptor (hAR). This series of AR antagonists is structurally characterized by a linear tricyclic 1,2-dihydropyridono[5,6-g]quinoline core. Analogues inhibit AR-mediated reporter gene expression and bind to AR as potently as or better than any known AR antagonists. Several analogues also showed excellent in vivo activity in classic rodent models of AR antagonism, inhibiting growth of rat ventral prostate and seminal vesicles, without accompanying increases in serum gonadotropin and testosterone levels, as is seen with other AR antagonists. Investigations of structure-activity relationships surrounding this pharmacophore resulted in molecules with complete specificity for AR, antagonist activity on an AR mutant commonly observed in prostate cancer patients, and improved in vivo efficacy. Molecules based on this series of compounds have the potential to provide unique and effective clinical opportunities for treatment of prostate cancer and other androgen-dependent diseases.","InChI=1S/C17H19F3N2O/c1-8-9(2)16(3,4)22-14-7-13-11(5-10(8)14)12(17(18,19)20)6-15(23)21-13/h5-9,22H,1-4H3,(H,21,23)/t8-,9+/m1/s1",0.72,-0.07,83.0,,,,,,,,,,,,,,,,,,,,,
PDXCFTVMFXAKMC-IUCAKERBSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14815,Efficacy as a function of maximal inhibition against human androgen receptor.,,,9484511,639,10.1021/jm970699s,CHEMBL1131477,"Synthesis and biological activity of a novel series of nonsteroidal, peripherally selective androgen receptor antagonists derived from 1,2-dihydropyridono[5,6-g]quinolines.","Hamann LG, Higuchi RI, Zhi L, Edwards JP, Wang XN, Marschke KB, Kong JW, Farmer LJ, Jones TK.","A new nonsteroidal antiandrogenic pharmacophore has been discovered using cell-based cotransfection assays with human androgen receptor (hAR). This series of AR antagonists is structurally characterized by a linear tricyclic 1,2-dihydropyridono[5,6-g]quinoline core. Analogues inhibit AR-mediated reporter gene expression and bind to AR as potently as or better than any known AR antagonists. Several analogues also showed excellent in vivo activity in classic rodent models of AR antagonism, inhibiting growth of rat ventral prostate and seminal vesicles, without accompanying increases in serum gonadotropin and testosterone levels, as is seen with other AR antagonists. Investigations of structure-activity relationships surrounding this pharmacophore resulted in molecules with complete specificity for AR, antagonist activity on an AR mutant commonly observed in prostate cancer patients, and improved in vivo efficacy. Molecules based on this series of compounds have the potential to provide unique and effective clinical opportunities for treatment of prostate cancer and other androgen-dependent diseases.","InChI=1S/C17H19F3N2O/c1-8-9(2)16(3,4)22-14-7-13-11(5-10(8)14)12(17(18,19)20)6-15(23)21-13/h5-9,22H,1-4H3,(H,21,23)/t8-,9-/m0/s1",0.72,-0.07,20.0,,,,,,,,,,,,,,,,,,,,,
PFPIAAVBEPSGTQ-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 36333, Entry 1: 36333, ","Entry 0: Agonist activity at human AR relative to DHT, Entry 1: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17267219, Entry 1: 17267219, ","Entry 0: 1531, Entry 1: 1531, ","Entry 0: 10.1016/j.bmcl.2007.01.001, Entry 1: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1147033, Entry 1: CHEMBL1147033, ","Entry 0: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 1: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 1: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C14H12F6N2O2/c15-13(16,17)7-22(3-4-23)8-1-2-11-9(5-8)10(14(18,19)20)6-12(24)21-11/h1-2,5-6,23H,3-4,7H2,(H,21,24)",0.83,-1.12,20.0,125.0,,,,,,,,,,,,,,,,,,,,
PGOAGJVPXTWBGW-MRVPVSSYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3578, Entry 1: 3578, ","Entry 0: Agonistic activity against human androgen receptor (hAR) compared to dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR), ",,,"Entry 0: 10230629, Entry 1: 10230629, ","Entry 0: 1012, Entry 1: 1012, ","Entry 0: 10.1016/s0960-894x(99)00119-5, Entry 1: 10.1016/s0960-894x(99)00119-5, ","Entry 0: CHEMBL1132083, Entry 1: CHEMBL1132083, ","Entry 0: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., Entry 1: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., ","Entry 0: Zhi L, Tegley CM, Marschke KB, Jones TK., Entry 1: Zhi L, Tegley CM, Marschke KB, Jones TK., ","Entry 0: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., Entry 1: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., ","InChI=1S/C16H17F3N2O/c1-8-15(2,3)7-9-4-10-11(16(17,18)19)5-14(22)21-13(10)6-12(9)20-8/h4-6,8,20H,7H2,1-3H3,(H,21,22)/t8-/m1/s1",0.76,-0.05,20.0,78.0,,,,,,,,,,,,,,,,,,,,
PIEJFKYQUZWPRV-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 36333, Entry 1: 36333, ","Entry 0: Agonist activity at human AR relative to DHT, Entry 1: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17267219, Entry 1: 17267219, ","Entry 0: 1531, Entry 1: 1531, ","Entry 0: 10.1016/j.bmcl.2007.01.001, Entry 1: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1147033, Entry 1: CHEMBL1147033, ","Entry 0: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 1: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 1: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C14H11F7N2O/c15-11(16)5-23(6-12(17)18)7-1-2-10-8(3-7)9(14(19,20)21)4-13(24)22-10/h1-4,11-12H,5-6H2,(H,22,24)",0.83,-1.04,20.0,74.0,,,,,,,,,,,,,,,,,,,,
PJYAGXNGZCEMKT-PRHODGIISA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3578, Entry 1: 3578, ","Entry 0: Agonistic activity against human androgen receptor (hAR) compared to dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR), ",,,"Entry 0: 10230629, Entry 1: 10230629, ","Entry 0: 1012, Entry 1: 1012, ","Entry 0: 10.1016/s0960-894x(99)00119-5, Entry 1: 10.1016/s0960-894x(99)00119-5, ","Entry 0: CHEMBL1132083, Entry 1: CHEMBL1132083, ","Entry 0: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., Entry 1: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., ","Entry 0: Zhi L, Tegley CM, Marschke KB, Jones TK., Entry 1: Zhi L, Tegley CM, Marschke KB, Jones TK., ","Entry 0: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., Entry 1: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., ","InChI=1S/C16H17F3N2O/c1-3-12-8(2)4-9-5-10-11(16(17,18)19)6-15(22)21-14(10)7-13(9)20-12/h5-8,12,20H,3-4H2,1-2H3,(H,21,22)/t8-,12-/m1/s1",0.82,-0.07,45.0,66.0,,,,,,,,,,,,,,,,,,,,
PJYAGXNGZCEMKT-QPUJVOFHSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3578, Entry 1: 3578, ","Entry 0: Agonistic activity against human androgen receptor (hAR) compared to dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR), ",,,"Entry 0: 10230629, Entry 1: 10230629, ","Entry 0: 1012, Entry 1: 1012, ","Entry 0: 10.1016/s0960-894x(99)00119-5, Entry 1: 10.1016/s0960-894x(99)00119-5, ","Entry 0: CHEMBL1132083, Entry 1: CHEMBL1132083, ","Entry 0: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., Entry 1: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., ","Entry 0: Zhi L, Tegley CM, Marschke KB, Jones TK., Entry 1: Zhi L, Tegley CM, Marschke KB, Jones TK., ","Entry 0: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., Entry 1: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., ","InChI=1S/C16H17F3N2O/c1-3-12-8(2)4-9-5-10-11(16(17,18)19)6-15(22)21-14(10)7-13(9)20-12/h5-8,12,20H,3-4H2,1-2H3,(H,21,22)/t8-,12+/m0/s1",0.82,-0.07,31.0,40.0,,,,,,,,,,,,,,,,,,,,
PKEIDYXLROUJLQ-QMTHXVAHSA-N,%,Efficacy,,BAO_0000656,Efficacy,,3036,Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,,,9871534,750,10.1016/s0960-894x(98)00107-3,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.","Edwards JP, West SJ, Pooley CL, Marschke KB, Farmer LJ, Jones TK.","A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.","InChI=1S/C18H19F3N2O/c1-2-23-16-9-15-11(10-5-3-4-6-14(10)22-15)7-12(16)13(8-17(23)24)18(19,20)21/h7-10,14,22H,2-6H2,1H3/t10-,14-/m1/s1",0.83,-0.19,94.0,,,,,,,,,,,,,,,,,,,,,
