molregno,standard_value_get_mean,standard_units_get_levels,standard_type_get_levels,chembl_id_compound_get_levels,canonical_smiles_get_levels,act_0,act_1
418401,3349.1,nM,Potency,CHEMBL1489,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,3349.1,
418715,1496.0,nM,Potency,CHEMBL254218,COc1cc(/C=C/c2ccccc2)oc(=O)c1,1496.0,
419596,66824.2,nM,Potency,CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],66824.2,
419995,47307.9,nM,Potency,CHEMBL402063,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,47307.9,
428281,4308.0,nM,Potency,CHEMBL263376,NC(=S)Nc1ccccc1,2660.3,5955.7
429993,74978.0,nM,Potency,CHEMBL260876,NC(N)=S,74978.0,
430219,26603.2,nM,Potency,CHEMBL263116,CN(C)c1ccc(/N=N/c2ccccc2)cc1,26603.2,
430396,23710.1,nM,Potency,CHEMBL258558,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,23710.1,
431056,21131.7,nM,Potency,CHEMBL408049,Nc1ncc([N+](=O)[O-])s1,21131.7,
431141,37578.0,nM,Potency,CHEMBL1542,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,37578.0,
433706,23710.1,nM,Potency,CHEMBL256250,NNC(N)=S,23710.1,
435597,6682.4,nM,Potency,CHEMBL272485,CCCCOC(=O)c1ccccc1C(=O)OCCCC,6682.4,
439461,33491.5,nM,Potency,CHEMBL410683,C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,33491.5,
442734,26603.2,nM,Potency,CHEMBL504381,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,26603.2,
442754,33491.5,nM,Potency,CHEMBL487186,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,33491.5,
442756,8412.7,nM,Potency,CHEMBL487187,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,8412.7,
442943,26.6,nM,Potency,CHEMBL1554,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,26.6,
442962,66824.2,nM,Potency,CHEMBL453797,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,66824.2,
443151,33491.5,nM,Potency,CHEMBL463210,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,33491.5,
445006,1059.1,nM,Potency,CHEMBL487603,C/C=C/c1ccc2c(c1)OCO2,1059.1,
445050,42163.2,nM,Potency,CHEMBL442565,CC1=CCC2CC1C2(C)C,42163.2,
445067,84.1,nM,Potency,CHEMBL504760,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,84.1,
446200,33491.5,nM,Potency,CHEMBL443949,CCCCC/C=C/C=C/C=O,33491.5,
446279,18833.6,nM,Potency,CHEMBL1563,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,18833.6,
446317,59.6,nM,Potency,CHEMBL501949,C=C(C)[C@H]1CC=C(C)C(=O)C1,59.6,
452905,29849.3,nM,Potency,CHEMBL530115,COP(=S)(OC)SCn1nnc2ccccc2c1=O,29849.3,
453120,29849.3,nM,Potency,CHEMBL453863,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,29849.3,
453491,10015.05,nM,Potency,CHEMBL462576,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,9439.2,10590.9
453517,7497.8,nM,Potency,CHEMBL467623,CN(C)C(=O)Nc1ccc(Cl)cc1,7497.8,
456056,18833.6,nM,Potency,CHEMBL453388,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O,18833.6,
456146,58570.6,nM,Potency,CHEMBL454173,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,42163.2,74978.0
456580,14960.1,nM,Potency,CHEMBL473535,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,14960.1,
461703,42163.2,nM,Potency,CHEMBL450613,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,42163.2,
462435,1059.1,nM,Potency,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,1059.1,
463586,42163.2,nM,Potency,CHEMBL443436,Cc1ccc2oc(=O)ccc2c1,42163.2,
463619,13333.2,nM,Potency,CHEMBL460124,O=C(OCc1ccccc1)c1ccccc1O,13333.2,
463718,74978.0,nM,Potency,CHEMBL468037,O=C(O)c1ccc(CO)o1,74978.0,
465359,3757.8,nM,Potency,CHEMBL509531,C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C,3757.8,
469732,37578.0,nM,Potency,CHEMBL1625,COc1ccc(C(=O)c2ccccc2)c(O)c1,37578.0,
471514,59557.2,nM,Potency,CHEMBL443605,CCCCCCc1ccc(O)cc1O,59557.2,
485738,18833.6,nM,Potency,CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,18833.6,
487790,29849.3,nM,Potency,CHEMBL504842,O=C(O)C(Cl)Br,29849.3,
487795,8412.7,nM,Potency,CHEMBL453528,O=C(O)C(Cl)(Cl)Br,8412.7,
500307,10590.9,nM,Potency,CHEMBL486696,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],10590.9,
504310,33491.5,nM,Potency,CHEMBL1670,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,33491.5,
515305,10590.9,nM,Potency,CHEMBL459008,CCCCOC(=O)c1ccc(O)cc1,10590.9,
515429,66824.2,nM,Potency,CHEMBL455541,CCNc1ccccc1,66824.2,
562761,42163.2,nM,Potency,CHEMBL541229,Cc1cc(C)c(N)cc1C,42163.2,
562762,2660.3,nM,Potency,CHEMBL541230,Cc1ccc(N)cc1N,2660.3,
562770,37578.0,nM,Potency,CHEMBL551883,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,37578.0,
562776,2371.0,nM,Potency,CHEMBL541231,NC(=S)NNC(N)=S,2371.0,
563451,42163.2,nM,Potency,CHEMBL550495,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],42163.2,
564490,749.8,nM,Potency,CHEMBL552741,Nc1ccc(Cl)cc1N,749.8,
566269,26603.2,nM,Potency,CHEMBL558459,c1ccc(NNc2ccccc2)cc1,26603.2,
567541,23710.1,nM,Potency,CHEMBL556489,COC(=O)CCC(=O)OC,23710.1,
568125,4216.3,nM,Potency,CHEMBL538965,Nc1cccc2c(N)cccc12,4216.3,
575687,8412.7,nM,Potency,CHEMBL565755,CCOc1ccc2nc(N)sc2c1,8412.7,
578670,84.1,nM,Potency,CHEMBL579224,COC1=CC(=O)O[C@@H](/C=C/c2ccc3c(c2)OCO3)C1,84.1,
578856,33491.5,nM,Potency,CHEMBL578607,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,33491.5,
581814,9439.2,nM,Potency,CHEMBL1751,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,9439.2,
617134,33491.5,nM,Potency,CHEMBL1078384,C#C[C@]1(O)CC[C@H]2C3=CCc4cc(O)ccc4[C@H]3CC[C@@]21C,33491.5,
627416,1883.4,nM,Potency,CHEMBL1098658,COc1ccc(/C=C/c2cc(OC)cc(=O)o2)cc1,1883.4,
631365,37578.0,nM,Potency,CHEMBL1086446,Cc1ccc(N=C=O)cc1N=C=O,37578.0,
641468,595.6,nM,Potency,CHEMBL1159929,CCOCC(=O)O,595.6,
674357,74978.0,nM,Potency,CHEMBL1200406,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,74978.0,
674419,53.1,nM,Potency,CHEMBL1200468,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,53.1,
674422,1883.4,nM,Potency,CHEMBL1200471,[O-][n+]1ccccc1[S-].[O-][n+]1ccccc1[S-].[Zn+2],1883.4,
674536,33491.5,nM,Potency,CHEMBL1200585,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,33491.5,
674578,47307.9,nM,Potency,CHEMBL1200627,O=C1CCO1,47307.9,
674712,18833.6,nM,Potency,CHEMBL1200761,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,18833.6,
674738,42163.2,nM,Potency,CHEMBL1200787,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,42163.2,
674915,8412.7,nM,Potency,CHEMBL1200964,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,8412.7,
674952,26603.2,nM,Potency,CHEMBL1201001,CN(CCCl)CCCl.Cl,26603.2,
674973,1188.3,nM,Potency,CHEMBL1201022,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1,1188.3,
675000,66824.2,nM,Potency,CHEMBL1201049,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,66824.2,
675082,23710.1,nM,Potency,CHEMBL1201131,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,23710.1,
675098,33491.5,nM,Potency,CHEMBL1201147,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,33491.5,
688356,37578.0,nM,Potency,CHEMBL1221925,O=C1c2ccccc2C(=O)C1(O)O,37578.0,
692389,37578.0,nM,Potency,CHEMBL1230039,Cc1ccc(N)cc1C,37578.0,
692572,21131.7,nM,Potency,CHEMBL1230222,Cc1cc(O)ccc1Cl,21131.7,
697507,66824.2,nM,Potency,CHEMBL1235157,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,66824.2,
697832,33491.5,nM,Potency,CHEMBL1235482,O=CCCCC=O,33491.5,
698601,6682.4,nM,Potency,CHEMBL1236251,CCOP(=O)(OCC)OCC,6682.4,
701242,74978.0,nM,Potency,CHEMBL1242017,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,74978.0,
724147,59557.2,nM,Potency,CHEMBL1300263,CCCC(=O)Cl,59557.2,
727023,11883.2,nM,Potency,CHEMBL1303139,CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O,11883.2,
728865,14960.1,nM,Potency,CHEMBL1304981,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,14960.1,
731972,21131.7,nM,Potency,CHEMBL1308088,Cl.Nc1c2ccccc2nc2ccccc12.O,21131.7,
733063,18833.6,nM,Potency,CHEMBL1309179,O=[N+]([O-])C(Br)Br,18833.6,
742760,2660.3,nM,Potency,CHEMBL1318876,CC(=O)Nc1ccc(N)cc1,2660.3,
743336,188.3,nM,Potency,CHEMBL1319452,Cc1ccc(N)c(N)c1,188.3,
747583,84126.7,nM,Potency,CHEMBL1323699,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,84126.7,
748198,42163.2,nM,Potency,CHEMBL1324314,Cl.Cl.NCCNc1cccc2ccccc12,42163.2,
749815,33491.5,nM,Potency,CHEMBL1325931,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,33491.5,
749848,8412.7,nM,Potency,CHEMBL1325964,COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],8412.7,
751027,29849.3,nM,Potency,CHEMBL1327143,O=[N+]([O-])C(Cl)(Cl)Cl,29849.3,
751334,18833.6,nM,Potency,CHEMBL1327450,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,18833.6,
751410,59557.2,nM,Potency,CHEMBL1327526,CC(=O)c1cccc([N+](=O)[O-])c1,59557.2,
754402,74978.0,nM,Potency,CHEMBL1330518,C=CC(=O)OCCO,74978.0,
755129,66824.2,nM,Potency,CHEMBL1331245,Oc1ccc(O)c2c(O)cccc12,66824.2,
755196,668.2,nM,Potency,CHEMBL1331312,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,668.2,
755360,943.9,nM,Potency,CHEMBL1331476,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,943.9,
755716,33491.5,nM,Potency,CHEMBL1331832,CCCCC(CC)COCCCN,33491.5,
757396,2371.0,nM,Potency,CHEMBL1333512,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,2371.0,
757953,5308.0,nM,Potency,CHEMBL1334069,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,5308.0,
757962,2371.0,nM,Potency,CHEMBL1334078,[Na+].[O-]Cl,2371.0,
758668,33491.5,nM,Potency,CHEMBL1334784,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,33491.5,
761386,4216.3,nM,Potency,CHEMBL1337502,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,4216.3,
762497,42163.2,nM,Potency,CHEMBL1338613,c1cc(OCC2CO2)cc(OCC2CO2)c1,42163.2,
763224,1059.1,nM,Potency,CHEMBL1339340,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,1059.1,
765728,14960.1,nM,Potency,CHEMBL1341844,Oc1ccc(Cl)c(Cl)c1Cl,14960.1,
767031,33491.5,nM,Potency,CHEMBL1343147,CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,33491.5,
768657,595.6,nM,Potency,CHEMBL1344773,C=C(C)c1ccccc1,595.6,
768836,33491.5,nM,Potency,CHEMBL1344952,O=[N+]([O-])c1cccc(CCl)c1,33491.5,
770830,334.9,nM,Potency,CHEMBL1346946,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,334.9,
772337,54234.75,nM,Potency,CHEMBL1348453,[Na+].[O-][Br+2]([O-])[O-],33491.5,74978.0
775503,10590.9,nM,Potency,CHEMBL1351619,C=C(C)C1CC=C(C)C(OC(C)=O)C1,10590.9,
789162,42163.2,nM,Potency,CHEMBL1365278,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C.[Na+],42163.2,
790292,26603.2,nM,Potency,CHEMBL1366408,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,26603.2,
793127,21131.7,nM,Potency,CHEMBL1369243,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,21131.7,
795181,1188.3,nM,Potency,CHEMBL1371297,O=C1OC(=O)c2ccccc21,1188.3,
797452,334.9,nM,Potency,CHEMBL1373568,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],334.9,
798221,1188.3,nM,Potency,CHEMBL1374337,Cc1ccc(N)cc1Cl,1188.3,
799008,530.8,nM,Potency,CHEMBL1375124,CCC(O)OC(O)CC,530.8,
801459,74978.0,nM,Potency,CHEMBL1377575,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,74978.0,
810288,42.2,nM,Potency,CHEMBL1386404,Cc1ccc(C#N)cc1,42.2,
810383,2660.3,nM,Potency,CHEMBL1386499,CNC(=O)N(c1ccccc1)c1ccccc1,2660.3,
817209,2984.9,nM,Potency,CHEMBL1393325,CN(C)c1ccc(N(C)C)cc1,2984.9,
825364,266.0,nM,Potency,CHEMBL1401480,C=CC(=O)NCNC(=O)C=C,266.0,
827111,29849.3,nM,Potency,CHEMBL1403227,CC(CCl)OC(C)CCl,29849.3,
830176,26603.2,nM,Potency,CHEMBL1406292,CCOP(=S)(OCC)SCSC(C)(C)C,26603.2,
830529,1333.3,nM,Potency,CHEMBL1406645,O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,1333.3,
832731,9439.2,nM,Potency,CHEMBL1408847,CC(=O)Nc1ccc(C(=O)CCl)cc1,9439.2,
833869,13333.2,nM,Potency,CHEMBL1409985,CCC(C)Nc1ccc(NC(C)CC)cc1,13333.2,
837257,16785.5,nM,Potency,CHEMBL1413373,Cc1ccc([N+](=O)[O-])cc1C,16785.5,
837671,1883.4,nM,Potency,CHEMBL1413787,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1883.4,
838038,37578.0,nM,Potency,CHEMBL1414154,CCc1cccc(CC)c1N(COC)C(=O)CCl,37578.0,
838834,5308.0,nM,Potency,CHEMBL1414950,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,5308.0,
842487,33491.5,nM,Potency,CHEMBL1418603,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,33491.5,
843035,4216.3,nM,Potency,CHEMBL1419151,COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(C)\C=C/C=C(C)\C=C/C(=O)O,4216.3,
844667,23710.1,nM,Potency,CHEMBL1420783,CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)O)/C=C/C(=O)O,23710.1,
847437,74978.0,nM,Potency,CHEMBL1423553,CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,74978.0,
847542,10590.9,nM,Potency,CHEMBL1423658,Nc1ccc(F)cc1F,10590.9,
851177,943.9,nM,Potency,CHEMBL1427293,CCOCCOC(C)=O,943.9,
852848,3757.8,nM,Potency,CHEMBL1428964,O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,3757.8,
854088,21131.7,nM,Potency,CHEMBL1430204,Cc1cc(Nc2ccc(O)cc2)ccc1N,21131.7,
865012,9439.2,nM,Potency,CHEMBL1441128,Cl/C=C\Cl,9439.2,
865458,1188.3,nM,Potency,CHEMBL1441574,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,1188.3,
865997,59557.2,nM,Potency,CHEMBL1442113,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,59557.2,
866615,16785.5,nM,Potency,CHEMBL1442731,O=Cc1c(Cl)cccc1Cl,16785.5,
866805,4730.8,nM,Potency,CHEMBL1442921,[O-]/[N+](=N/c1ccccc1)c1ccccc1,4730.8,
867274,84126.7,nM,Potency,CHEMBL1443390,Cc1c(N=C=O)cccc1N=C=O,84126.7,
869439,13333.2,nM,Potency,CHEMBL1445555,Cc1ccco1,13333.2,
871330,21131.7,nM,Potency,CHEMBL1447446,CC(C)CC(C)N,21131.7,
871930,33491.5,nM,Potency,CHEMBL1448046,CC(O)CC(C)O,33491.5,
872271,11883.2,nM,Potency,CHEMBL1448387,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2,11883.2,
872433,21131.7,nM,Potency,CHEMBL1448549,CCCC[N+](=O)[O-],21131.7,
872902,59557.2,nM,Potency,CHEMBL1449018,CC(C)Nc1ccc(Nc2ccccc2)cc1,59557.2,
874491,59557.2,nM,Potency,CHEMBL1450607,O=C1OC(O)C(C(Cl)Cl)=C1Cl,59557.2,
875000,16785.5,nM,Potency,CHEMBL1451116,IC(I)I,16785.5,
875623,42163.2,nM,Potency,CHEMBL1451739,N#CCCCl,42163.2,
875717,23710.1,nM,Potency,CHEMBL1451833,N#C/C=C/C#N,23710.1,
875722,23710.1,nM,Potency,CHEMBL1451838,C1CCC(NC2CCCCC2)CC1,23710.1,
876042,37578.0,nM,Potency,CHEMBL1452158,CCN(CC)c1ccc(N)cc1,37578.0,
876243,59557.2,nM,Potency,CHEMBL1452359,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,59557.2,
879351,33491.5,nM,Potency,CHEMBL1455467,Nc1cc(S(=O)(=O)O)ccc1O,33491.5,
879856,21131.7,nM,Potency,CHEMBL1455972,C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21,21131.7,
881850,16785.5,nM,Potency,CHEMBL1457966,COc1ccc(/N=[N+](/[O-])c2ccc(OC)cc2)cc1,16785.5,
882565,29849.3,nM,Potency,CHEMBL1458681,Oc1c(Cl)ccc(Cl)c1Cl,29849.3,
886468,3757.8,nM,Potency,CHEMBL1462584,Brc1ccccc1-c1ccccc1,3757.8,
896268,841.3,nM,Potency,CHEMBL1472384,CCCCCCCCCCCCCl,841.3,
902218,33491.5,nM,Potency,CHEMBL1478334,CCCC=O,33491.5,
903045,33491.5,nM,Potency,CHEMBL1479161,O=S(=O)(Cl)c1ccccc1,33491.5,
904057,29849.3,nM,Potency,CHEMBL1480173,COC(=O)c1ccc(C)cc1,29849.3,
908364,13333.2,nM,Potency,CHEMBL1484480,Oc1cc(Cl)c(Cl)c(Cl)c1,13333.2,
909244,33491.5,nM,Potency,CHEMBL1485360,N#CC(Cl)Cl,33491.5,
910349,11883.2,nM,Potency,CHEMBL1486465,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,11883.2,
911022,33491.5,nM,Potency,CHEMBL1487138,Cc1ccccc1C=O,33491.5,
911561,13333.2,nM,Potency,CHEMBL1487677,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,13333.2,
911701,14960.1,nM,Potency,CHEMBL1487817,CCCOCC(C)O,14960.1,
912483,11883.2,nM,Potency,CHEMBL1488599,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],11883.2,
912552,298.5,nM,Potency,CHEMBL1488668,Nc1ccccc1C(=O)OCCc1ccccc1,298.5,
912948,33491.5,nM,Potency,CHEMBL1489064,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,33491.5,
913138,1059.1,nM,Potency,CHEMBL1489254,CC(=O)OCC(COC(C)=O)OC(C)=O,1059.1,
913322,29.8,nM,Potency,CHEMBL1489438,Cc1c(N)cccc1N,29.8,
913452,5308.0,nM,Potency,CHEMBL1489568,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,5308.0,
915804,66824.2,nM,Potency,CHEMBL1491920,C1CCC2CCCCC2C1,66824.2,
915988,66824.2,nM,Potency,CHEMBL1492104,BrCC(Br)(Br)Br,66824.2,
916613,16507.45,nM,Potency,CHEMBL1492729,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,11883.2,21131.7
916768,59557.2,nM,Potency,CHEMBL1492884,N=C1N=C(N)c2cc3ccccc3cc21,59557.2,
920599,94391.8,nM,Potency,CHEMBL1496715,CC(C=O)Cc1ccc(C(C)(C)C)cc1,94391.8,
920642,33491.5,nM,Potency,CHEMBL1496758,Cc1ccc(N)c([N+](=O)[O-])c1,33491.5,
920841,13333.2,nM,Potency,CHEMBL1496957,C=CC(=O)OCCOCCOC(=O)C=C,13333.2,
921871,33491.5,nM,Potency,CHEMBL1497987,OCC(CBr)(CBr)CBr,33491.5,
923420,1883.4,nM,Potency,CHEMBL1499536,Cc1cc2nc(N)sc2cc1C,1883.4,
923429,1496.0,nM,Potency,CHEMBL1499545,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],1496.0,
927042,66824.2,nM,Potency,CHEMBL1503158,CCCCC#N,66824.2,
934670,6682.4,nM,Potency,CHEMBL1510786,COC1=CC(=O)OC(CCc2ccc3c(c2)OCO3)C1,6682.4,
940752,74978.0,nM,Potency,CHEMBL1516868,Nc1ccc(O)c([N+](=O)[O-])c1,74978.0,
942253,42163.2,nM,Potency,CHEMBL1518369,CC(C)(OO)c1ccccc1,42163.2,
943211,8412.7,nM,Potency,CHEMBL1519327,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],8412.7,
944667,5955.7,nM,Potency,CHEMBL1520783,CCNc1cc(O)ccc1C,5955.7,
947099,16785.5,nM,Potency,CHEMBL1523215,Oc1cccc(Nc2ccccc2)c1,16785.5,
947969,530.8,nM,Potency,CHEMBL1524085,Cl.Nc1ccc(/N=N\c2ccccc2)c(N)c1,530.8,
948358,66824.2,nM,Potency,CHEMBL1524474,COc1ccc(N)cc1.Cl,66824.2,
948501,37578.0,nM,Potency,CHEMBL1524617,N#CSCSC#N,37578.0,
950203,4216.3,nM,Potency,CHEMBL1526319,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,4216.3,
950605,13333.2,nM,Potency,CHEMBL1526721,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,13333.2,
950620,5955.7,nM,Potency,CHEMBL1526736,CN(C)c1ccc(/N=N/S(=O)(=O)[O-])cc1.[Na+],5955.7,
950770,33491.5,nM,Potency,CHEMBL1526886,CC(C)CON=O,33491.5,
952363,23710.1,nM,Potency,CHEMBL1528479,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,23710.1,
952723,16785.5,nM,Potency,CHEMBL1528839,Cl.N=C(N)NC(=N)NCCc1ccccc1,16785.5,
954568,74978.0,nM,Potency,CHEMBL1530684,C=CC(=O)OCCCCCCOC(=O)C=C,74978.0,
955470,42163.2,nM,Potency,CHEMBL1531586,Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],42163.2,
955860,29849.3,nM,Potency,CHEMBL1531976,CCOc1ccc(NC(C)=O)cc1N,29849.3,
958695,42163.2,nM,Potency,CHEMBL1534811,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,42163.2,
959573,16785.5,nM,Potency,CHEMBL1535689,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,16785.5,
967516,2984.9,nM,Potency,CHEMBL1543632,c1ccc(Nc2ccc3ccccc3c2)cc1,2984.9,
968929,37578.0,nM,Potency,CHEMBL1545045,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2CC1,37578.0,
969518,188.3,nM,Potency,CHEMBL1545634,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.O=C(O)C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O,188.3,
