comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4
IYRMWMYZSQPJKC-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, Entry 2: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588515, Entry 2: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ",,,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",0.55,1.55,19952.6,28183.8,35481.3,,
IZUPBVBPLAPZRR-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,0.53,0.30,12589.3,39810.7,,,
JBDHZKLJNAIJNC-LLVKDONJSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C17H13ClFNO4/c1-3-8-22-17(21)11(2)23-13-4-6-14(7-5-13)24-16-15(19)9-12(18)10-20-16/h1,4-7,9-11H,8H2,2H3/t11-/m1/s1",0.59,-1.65,4.5,,,,
JBIJLHTVPXGSAM-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",0.56,-0.37,6309.6,,,,
JBSLOWBPDRZSMB-FPLPWBNLSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C12H20O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h7-8H,3-6,9-10H2,1-2H3/b8-7-",0.36,0.22,3.2,,,,
JCKYGMPEJWAADB-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",0.71,-0.31,39810.7,,,,
JEDYYFXHPAIBGR-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C20H18ClF3N2O6/c1-5-8-31-17(29)19(2,3)32-16(28)12-9-11(6-7-13(12)21)26-15(27)10-14(20(22,23)24)25(4)18(26)30/h5-7,9-10H,1,8H2,2-4H3",0.47,-0.96,316.2,12589.3,,,
JFIOVJDNOJYLKP-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, Entry 2: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, Entry 2: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ",,,"InChI=1S/C12H6Cl4O2S/c13-5-1-7(15)11(17)9(3-5)19-10-4-6(14)2-8(16)12(10)18/h1-4,17-18H",0.71,-0.45,6309.6,8912.5,11220.2,,
JHJOOSLFWRRSGU-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C8H8Cl3O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",0.60,-0.39,14125.4,44668.4,,,
JHRWWRDRBPCWTF-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C10H9Cl4NO2S/c11-9(12)10(13,14)18-15-7(16)5-3-1-2-4-6(5)8(15)17/h1-2,5-6,9H,3-4H2",0.34,0.35,5011.9,15848.9,,,
JLIDBLDQVAYHNE-LXGGSRJLSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15,3)4/h5-8,19H,9H2,1-4H3,(H,17,18)/b6-5+,10-7-",0.61,2.72,631.0,,,,
JLIDVCMBCGBIEY-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3",0.46,1.13,70794.6,,,,
JLYXXMFPNIAWKQ-GPIVLXJGSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4+,5-,6-",0.60,0.18,35481.3,39810.7,,,
JMMWKPVZQRWMSS-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",0.46,0.37,31622.8,,,,
JPMIIZHYYWMHDT-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C11H19NOS/c1-2-3-4-5-6-7-9-12-11(13)8-10-14-12/h8,10H,2-7,9H2,1H3",0.64,-0.43,39810.7,44668.4,,,
JQXXHWHPUNPDRT-YOPQJBRCSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11-,19-14-,22-13-,44-20+/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1",0.11,1.66,22387.2,39810.7,,,
JRBJSXQPQWSCCF-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C14H16N2O2/c1-17-13-7-9(3-5-11(13)15)10-4-6-12(16)14(8-10)18-2/h3-8H,15-16H2,1-2H3",0.81,-0.05,12589.3,28183.8,,,
JTEDVYBZBROSJT-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C12H13NO2/c14-12(15)7-3-4-9-8-13-11-6-2-1-5-10(9)11/h1-2,5-6,8,13H,3-4,7H2,(H,14,15)",0.80,0.12,15848.9,15848.9,,,
JTEGQNOMFQHVDC-RQJHMYQMSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m1/s1",0.70,1.46,10000.0,,,,
JTTMYKSFKOOQLP-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C12H11NO/c14-12-8-6-11(7-9-12)13-10-4-2-1-3-5-10/h1-9,13-14H",0.70,-0.36,3981.1,6309.6,,,
JUQPZRLQQYSMEQ-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C19H17N3.ClH/c20-16-7-1-13(2-8-16)19(14-3-9-17(21)10-4-14)15-5-11-18(22)12-6-15;/h1-12,20H,21-22H2;1H",0.73,0.02,28183.8,,,,
JUVIOZPCNVVQFO-HBGVWJBISA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3/t16-,20-,21+/m1/s1",0.74,1.84,446.7,,,,
JWBOIMRXGHLCPP-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",0.62,-0.37,35481.3,44668.4,,,
JWYUFVNJZUSCSM-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C7H7N3/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H3,8,9,10)",0.57,-0.74,28183.8,,,,
JWZXKXIUSSIAMR-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, Entry 3: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, Entry 2: 51887, Entry 3: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 3: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588515, Entry 2: 588516, Entry 3: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, Entry 3: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, Entry 3: PubChem BioAssay data set, ",,,InChI=1S/C3H2N2S2/c4-1-6-3-7-2-5/h3H2,0.32,-0.32,15848.9,28183.8,31622.8,50118.7,
JYGXADMDTFJGBT-VWUMJDOOSA-N,nM,Potency,active,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",0.70,2.41,14.1,,,,
KAJICSGLHKRDLN-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C13H24N2S/c16-13(14-11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h11-12H,1-10H2,(H2,14,15,16)",0.73,-0.79,44668.4,,,,
KCOYHFNCTWXETP-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C2H6N4S2/c3-1(7)5-6-2(4)8/h(H3,3,5,7)(H3,4,6,8)",0.25,-1.48,28183.8,,,,
KEQFTVQCIQJIQW-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C16H13N/c1-2-8-15(9-3-1)17-16-11-10-13-6-4-5-7-14(13)12-16/h1-12,17H",0.66,-0.79,22387.2,,,,
KEVYVLWNCKMXJX-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C20H40O/c1-7-20(6,21)16-10-15-19(5)14-9-13-18(4)12-8-11-17(2)3/h7,17-19,21H,1,8-16H2,2-6H3",0.39,1.36,70794.6,,,,
KFUSEUYYWQURPO-OWOJBTEDSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,0.43,0.16,39.8,,,,
KFZMGEQAYNKOFK-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",0.43,0.52,63.1,,,,
KGEXISHTCZHGFT-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C6H5Cl2NO/c7-4-1-3(9)2-5(8)6(4)10/h1-2,10H,9H2",0.47,-0.26,31622.8,,,,
KGGVGTQEGGOZRN-SNAWJCMRSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C4H9NO/c1-2-3-4-5-6/h4,6H,2-3H2,1H3/b5-4+",0.31,0.79,4.0,,,,
KGRVJHAUYBGFFP-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C23H32O2/c1-14-9-16(20(24)18(11-14)22(3,4)5)13-17-10-15(2)12-19(21(17)25)23(6,7)8/h9-12,24-25H,13H2,1-8H3",0.71,0.18,14125.4,17782.8,,,
KGYNGVVNFRUOOZ-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C13H10ClNO2/c14-9-6-7-12(16)11(8-9)13(17)15-10-4-2-1-3-5-10/h1-8,16H,(H,15,17)",0.86,-1.34,15848.9,,,,
KHOITXIGCFIULA-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C22H19NO4/c1-15(24)26-19-10-6-17(7-11-19)22(21-5-3-4-14-23-21)18-8-12-20(13-9-18)27-16(2)25/h3-14,22H,1-2H3",0.51,-0.36,56234.1,,,,
KIEDNEWSYUYDSN-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C12H14ClNO2/c1-12(2)8-16-14(11(12)15)7-9-5-3-4-6-10(9)13/h3-6H,7-8H2,1-2H3",0.79,-0.49,112201.8,,,,
KIIVFWSIMRWBKW-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C12H13Cl3O3/c1-7(2)5-18-12(16)6-17-11-4-9(14)8(13)3-10(11)15/h3-4,7H,5-6H2,1-2H3",0.60,-1.05,44668.4,,,,
KJFMBFZCATUALV-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",0.71,0.41,35481.3,50118.7,,,
KJRCEJOSASVSRA-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C3H8S/c1-3(2)4/h3-4H,1-2H3",0.41,-0.08,44668.4,,,,
KKEYFWRCBNTPAC-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C8H6O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,(H,9,10)(H,11,12)",0.69,-0.04,50118.7,,,,
KLGQWSOYKYFBTR-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C7H6N2O3/c8-7(10)5-3-1-2-4-6(5)9(11)12/h1-4H,(H2,8,10)",0.52,-1.45,22387.2,,,,
