comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6
2260725,nM,EC50,,BAO_0000188,EC50,1711310,Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production,B,,CHEMBL4121359,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCS(=O)(=O)CC3)nc2CC2CC2)c2ccccc12)C(F)(F)F,C26H28F3N3O5S3,CHEMBL4129034,58.0,,,,,,
2261014,nM,EC50,,BAO_0000188,EC50,1711310,Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production,B,,CHEMBL4121359,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2CC2CCC2)c(C(F)F)c1)C(F)(F)F,C23H28F5N3O4S2,CHEMBL4129323,1630.0,,,,,,
2261116,nM,EC50,,BAO_0000188,EC50,1711310,Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production,B,,CHEMBL4121359,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2COC(C)(C)C)c(Cl)c1Cl)C(F)(F)F,C22H28Cl2F3N3O5S2,CHEMBL4129425,692.0,,,,,,
2261185,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 1711304, Entry 1: 1711310, ","Entry 0: Inverse agonist activity at RORgammat in human CD4 positive T cells assessed as inhibition of IL17A production in human Th17 cells after 1 hr, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4121353, Entry 1: CHEMBL4121359, ","Entry 0: 10.1016/j.bmcl.2018.03.093, Entry 1: 10.1016/j.bmcl.2018.03.093, ","Entry 0: 29631962, Entry 1: 29631962, ","Entry 0: CHEMBL4118122, Entry 1: CHEMBL4118122, ","Entry 0: Identification and biological evaluation of thiazole-based inverse agonists of RORγt., Entry 1: Identification and biological evaluation of thiazole-based inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series., ",,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2CC2CCCCC2)c(Cl)c1Cl,C26H33Cl2N3O5S3,CHEMBL4129494,1.6,35.0,,,,,
2261290,nM,EC50,,BAO_0000188,EC50,1711310,Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production,B,,CHEMBL4121359,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2CC2CCCCC2)c2ccccc12,C30H37N3O5S3,CHEMBL4129599,120.0,,,,,,
2261325,nM,EC50,,BAO_0000188,EC50,1711310,Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production,B,,CHEMBL4121359,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCC2)c2ccccc12)C(F)(F)F,C27H28F3N3O5S2,CHEMBL4129634,317.0,,,,,,
2261347,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 1711304, Entry 1: 1711310, ","Entry 0: Inverse agonist activity at RORgammat in human CD4 positive T cells assessed as inhibition of IL17A production in human Th17 cells after 1 hr, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4121353, Entry 1: CHEMBL4121359, ","Entry 0: 10.1016/j.bmcl.2018.03.093, Entry 1: 10.1016/j.bmcl.2018.03.093, ","Entry 0: 29631962, Entry 1: 29631962, ","Entry 0: CHEMBL4118122, Entry 1: CHEMBL4118122, ","Entry 0: Identification and biological evaluation of thiazole-based inverse agonists of RORγt., Entry 1: Identification and biological evaluation of thiazole-based inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series., ",,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(Cl)c1Cl,C26H33Cl2N3O5S2,CHEMBL4129656,4.6,98.0,,,,,
2261653,nM,EC50,,BAO_0000188,EC50,1711310,Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production,B,,CHEMBL4121359,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,CC(C)(C)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C2(C)CC2)c1,C30H40N2O3S,CHEMBL4129962,10000.0,,,,,,
2261747,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 1711304, Entry 1: 1711310, ","Entry 0: Inverse agonist activity at RORgammat in human CD4 positive T cells assessed as inhibition of IL17A production in human Th17 cells after 1 hr, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4121353, Entry 1: CHEMBL4121359, ","Entry 0: 10.1016/j.bmcl.2018.03.093, Entry 1: 10.1016/j.bmcl.2018.03.093, ","Entry 0: 29631962, Entry 1: 29631962, ","Entry 0: CHEMBL4118122, Entry 1: CHEMBL4118122, ","Entry 0: Identification and biological evaluation of thiazole-based inverse agonists of RORγt., Entry 1: Identification and biological evaluation of thiazole-based inverse agonists of RORγt., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series., Entry 1: The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series., ",,Cc1c(S(=O)(=O)NC(C)(C)C)ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c1OC(F)F,C28H37F2N3O6S2,CHEMBL4130056,8.7,202.0,,,,,
2261828,nM,EC50,,BAO_0000188,EC50,1711310,Inverse agonist activity at RORgammat in human whole blood assessed as reduction in IL17A production,B,,CHEMBL4121359,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2CC2CC(F)(F)C2)c2ccccc12)C(F)(F)F,C26H28F5N3O4S2,CHEMBL4130137,60.0,,,,,,
2261985,nM,EC50,,BAO_0000188,EC50,1711304,Inverse agonist activity at RORgammat in human CD4 positive T cells assessed as inhibition of IL17A production in human Th17 cells after 1 hr,B,,CHEMBL4121353,10.1016/j.bmcl.2018.03.093,29631962,CHEMBL4118122,Identification and biological evaluation of thiazole-based inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with a small molecule. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We describe the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole core. Acid analog 1j demonstrated oral bioavailability in rats and was potent in a human whole blood assay, suggesting potential utility in treating autoimmune and inflammatory diseases such as psoriasis. X-ray crystallographic data helped to elucidate the molecular mechanism for RORγt inhibition with this series.",,CCS(=O)(=O)c1ccc(CNC(=O)c2nc(CC3CCCCC3)c(-c3ccc(S(=O)(=O)NC(C)(C)C)c4ccccc34)s2)cc1,C34H41N3O5S3,CHEMBL4130294,5.4,,,,,,
2263965,nM,EC50,,BAO_0000188,pEC50,1729710,Agonist activity at biotinylated RORgammat LBD (unknown origin) assessed as co-activator SRC1 peptide recruitment after 1 hr by dual FRET based LANCE assay,B,,CHEMBL4144988,10.1021/acsmedchemlett.7b00476,29456799,CHEMBL4138302,From RORγt Agonist to Two Types of RORγt Inverse Agonists.,PUBLICATION,"Biaryl amides as new RORγt modulators were discovered. The crystal structure of biaryl amide agonist 6 in complex with RORγt ligand binding domain (LBD) was resolved, and both ""short"" and ""long"" inverse agonists were obtained by removing from 6 or adding to 6 a proper structural moiety. While ""short"" inverse agonist (8) recruits a corepressor peptide and dispels a coactivator peptide, ""long"" inverse agonist (9) dispels both. The two types of inverse agonists can be utilized as potential tools to study mechanisms of Th17 transcriptional network inhibition and related disease biology.",,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3C(C)C)s2)cc1,C29H28N2O4S2,CHEMBL4160934,125.89,,,,,,
2264380,nM,EC50,,BAO_0000188,pEC50,1729710,Agonist activity at biotinylated RORgammat LBD (unknown origin) assessed as co-activator SRC1 peptide recruitment after 1 hr by dual FRET based LANCE assay,B,,CHEMBL4144988,10.1021/acsmedchemlett.7b00476,29456799,CHEMBL4138302,From RORγt Agonist to Two Types of RORγt Inverse Agonists.,PUBLICATION,"Biaryl amides as new RORγt modulators were discovered. The crystal structure of biaryl amide agonist 6 in complex with RORγt ligand binding domain (LBD) was resolved, and both ""short"" and ""long"" inverse agonists were obtained by removing from 6 or adding to 6 a proper structural moiety. While ""short"" inverse agonist (8) recruits a corepressor peptide and dispels a coactivator peptide, ""long"" inverse agonist (9) dispels both. The two types of inverse agonists can be utilized as potential tools to study mechanisms of Th17 transcriptional network inhibition and related disease biology.",,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3CC(C)C)s2)cc1,C30H30N2O4S2,CHEMBL4161349,25.12,,,,,,
2265202,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, Entry 2: BAO_0000188, Entry 3: BAO_0000188, ",EC50,"Entry 0: 1721968, Entry 1: 1721969, Entry 2: 2130185, Entry 3: 2130192, ","Entry 0: Agonist activity at His tagged RORgammat LBD (unknown origin) expressed in baculovirus infected sf9 cells assessed as biotinylated-LXXLL peptide coactivator recruitment incubated for overnight by TR-FRET Assay, Entry 1: Agonist activity at Gal4-fused DBD RORgammat LBD (unknown origin) expressed in HEK293 cells assessed as coactivator recruitment incubated for overnight in presence of ursolic acid by luciferase reporter gene Assay, Entry 2: Agonist activity at human His-tagged RORgamma-LBD expressed in Sf9 cells assessed as inhibition of N-terminal biotinylated co-activator SRC1 recruitment in presence of ursolic acid measured after 60 mins by FRET assay, Entry 3: Agonist activity at human ROR-gamma LBD expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay, ","Entry 0: B, Entry 1: B, Entry 2: B, Entry 3: B, ",,"Entry 0: CHEMBL4136968, Entry 1: CHEMBL4136969, Entry 2: CHEMBL4839614, Entry 3: CHEMBL4839621, ","Entry 0: 10.1021/acs.jmedchem.7b01314, Entry 1: 10.1021/acs.jmedchem.7b01314, Entry 2: 10.1021/acs.jmedchem.1c00731, Entry 3: 10.1021/acs.jmedchem.1c00731, ","Entry 0: 29412659, Entry 1: 29412659, Entry 2: 34499493, Entry 3: 34499493, ","Entry 0: CHEMBL4130622, Entry 1: CHEMBL4130622, Entry 2: CHEMBL4837250, Entry 3: CHEMBL4837250, ","Entry 0: Retinoic Acid Receptor-Related Orphan Receptor γt (RORγt) Agonists as Potential Small Molecule Therapeutics for Cancer Immunotherapy., Entry 1: Retinoic Acid Receptor-Related Orphan Receptor γt (RORγt) Agonists as Potential Small Molecule Therapeutics for Cancer Immunotherapy., Entry 2: Discovery of LYC-55716: A Potent, Selective, and Orally Bioavailable Retinoic Acid Receptor-Related Orphan Receptor-γ (RORγ) Agonist for Use in Treating Cancer., Entry 3: Discovery of LYC-55716: A Potent, Selective, and Orally Bioavailable Retinoic Acid Receptor-Related Orphan Receptor-γ (RORγ) Agonist for Use in Treating Cancer., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, Entry 2: PUBLICATION, Entry 3: PUBLICATION, ","Entry 0: The recent success of PD-1/PD-L1 antibodies for advanced cancer treatment has led to the conclusion that activating the immune system can be employed to fight cancer. These results also encourage the development of small molecule immunomodulators for cancer immunotherapy. RORγt is a key transcription factor mediating Th17 cell differentiation and IL-17 production, which is able to activate CD8+ T cells and elicit antitumor efficacy. Since RORγt agonists have been shown to increase basal activity of RORγt and promote Th17 cell differentiation, development of RORγt agonists could provide a unique approach to cancer immunotherapy. In this review, we summarize RORγt sterol and synthetic agonists, analyze the common ground of their mode of actions, and discuss the potential role of RORγt agonists as small molecule therapeutics for cancer immunotherapy., Entry 1: The recent success of PD-1/PD-L1 antibodies for advanced cancer treatment has led to the conclusion that activating the immune system can be employed to fight cancer. These results also encourage the development of small molecule immunomodulators for cancer immunotherapy. RORγt is a key transcription factor mediating Th17 cell differentiation and IL-17 production, which is able to activate CD8+ T cells and elicit antitumor efficacy. Since RORγt agonists have been shown to increase basal activity of RORγt and promote Th17 cell differentiation, development of RORγt agonists could provide a unique approach to cancer immunotherapy. In this review, we summarize RORγt sterol and synthetic agonists, analyze the common ground of their mode of actions, and discuss the potential role of RORγt agonists as small molecule therapeutics for cancer immunotherapy., Entry 2: Retinoic acid receptor-related orphan receptor γ (RORc, RORγ, or NR1F3) is the nuclear receptor master transcription factor that drives the function and development of IL-17-producing T helper cells (Th17), cytotoxic T cells (Tc17), and subsets of innate lymphoid cells. Activation of RORγ<sup>+</sup> T cells in the tumor microenvironment is hypothesized to render immune infiltrates more effective at countering tumor growth. To test this hypothesis, a family of benzoxazines was optimized to provide LYC-55716 (<b>37c</b>), a potent, selective, and orally bioavailable small-molecule RORγ agonist. LYC-55716 decreases tumor growth and enhances survival in preclinical tumor models and was nominated as a clinical development candidate for evaluation in patients with solid tumors., Entry 3: Retinoic acid receptor-related orphan receptor γ (RORc, RORγ, or NR1F3) is the nuclear receptor master transcription factor that drives the function and development of IL-17-producing T helper cells (Th17), cytotoxic T cells (Tc17), and subsets of innate lymphoid cells. Activation of RORγ<sup>+</sup> T cells in the tumor microenvironment is hypothesized to render immune infiltrates more effective at countering tumor growth. To test this hypothesis, a family of benzoxazines was optimized to provide LYC-55716 (<b>37c</b>), a potent, selective, and orally bioavailable small-molecule RORγ agonist. LYC-55716 decreases tumor growth and enhances survival in preclinical tumor models and was nominated as a clinical development candidate for evaluation in patients with solid tumors., ",,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,C27H22ClF4NO5S,CHEMBL4162171,223.0,324.0,500.0,500.0,,,
2272307,nM,EC50,,BAO_0000188,pEC50,1729710,Agonist activity at biotinylated RORgammat LBD (unknown origin) assessed as co-activator SRC1 peptide recruitment after 1 hr by dual FRET based LANCE assay,B,,CHEMBL4144988,10.1021/acsmedchemlett.7b00476,29456799,CHEMBL4138302,From RORγt Agonist to Two Types of RORγt Inverse Agonists.,PUBLICATION,"Biaryl amides as new RORγt modulators were discovered. The crystal structure of biaryl amide agonist 6 in complex with RORγt ligand binding domain (LBD) was resolved, and both ""short"" and ""long"" inverse agonists were obtained by removing from 6 or adding to 6 a proper structural moiety. While ""short"" inverse agonist (8) recruits a corepressor peptide and dispels a coactivator peptide, ""long"" inverse agonist (9) dispels both. The two types of inverse agonists can be utilized as potential tools to study mechanisms of Th17 transcriptional network inhibition and related disease biology.",,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3C3CCCC3)s2)cc1,C31H30N2O4S2,CHEMBL4169276,39.81,,,,,,
2274045,nM,EC50,,BAO_0000188,EC50,1721967,Agonist activity at Gal4-fused RORgammat DNA binding domain (unknown origin) expressed in 293T cells assessed as SRC1 coactivator recruitment in presence of ursolic acid by TR-FRET assay,B,,CHEMBL4136967,10.1021/acs.jmedchem.7b01314,29412659,CHEMBL4130622,Retinoic Acid Receptor-Related Orphan Receptor γt (RORγt) Agonists as Potential Small Molecule Therapeutics for Cancer Immunotherapy.,PUBLICATION,"The recent success of PD-1/PD-L1 antibodies for advanced cancer treatment has led to the conclusion that activating the immune system can be employed to fight cancer. These results also encourage the development of small molecule immunomodulators for cancer immunotherapy. RORγt is a key transcription factor mediating Th17 cell differentiation and IL-17 production, which is able to activate CD8+ T cells and elicit antitumor efficacy. Since RORγt agonists have been shown to increase basal activity of RORγt and promote Th17 cell differentiation, development of RORγt agonists could provide a unique approach to cancer immunotherapy. In this review, we summarize RORγt sterol and synthetic agonists, analyze the common ground of their mode of actions, and discuss the potential role of RORγt agonists as small molecule therapeutics for cancer immunotherapy.",,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,C27H44O,CHEMBL4171014,110.0,,,,,,
