comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4
1621061,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC(=O)c1cccc([Si](C)(C)C)c1,C11H16OSi,CHEMBL3121737,5.0,7.9,,,
1621062,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC(=O)c1ccc([Si](C)(C)C)cc1,C11H16OSi,CHEMBL3121738,7.6,14.5,,,
1621063,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC(O)c1ccc2c(c1)[Si](C)(C)CC[Si]2(C)C,C14H24OSi2,CHEMBL3121739,5.0,23.5,,,
1621065,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,C[Si]1(C)CC[Si](C)(C)c2cc(C(=O)O)ccc21,C13H20O2Si2,CHEMBL3121741,5.0,5.0,,,
1621066,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC(O)c1ccc2c(c1)[Si](C)(C)C[Si]2(C)C,C13H22OSi2,CHEMBL3121742,15.8,19.3,,,
1621067,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC1(C)CCC(C)(C)c2cc([Si](C)(O)O)ccc21,C15H24O2Si,CHEMBL3121743,5.0,17.5,,,
1621068,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC1(C)CCC(C)(C)c2cc([Si](C)(C)O)ccc21,C16H26OSi,CHEMBL3121744,5.0,5.0,,,
1621069,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC1(C)CCC(C)(C)c2cc([Si](O)(O)c3ccccc3)ccc21,C20H26O2Si,CHEMBL3121745,14.4,27.9,,,
1621070,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CNC(=O)c1ccc2c(c1)[Si](C)(C)CC[Si]2(C)C,C14H23NOSi2,CHEMBL3121746,6.3,41.0,,,
1621071,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CNC(=O)c1ccc2c(c1)C(C)(C)CCC2(C)C,C16H23NO,CHEMBL3121747,5.0,6.7,,,
1621072,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 1292856, Entry 1: 1292857, ","Entry 0: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 10 uM after 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at human RORgamma expressed in HEK293 cells at 1 uM after 18 hrs by luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3122595, Entry 1: CHEMBL3122596, ","Entry 0: 10.1016/j.bmc.2014.01.023, Entry 1: 10.1016/j.bmc.2014.01.023, ","Entry 0: 24559867, Entry 1: 24559867, ","Entry 0: CHEMBL3120095, Entry 1: CHEMBL3120095, ","Entry 0: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., Entry 1: Development of novel silicon-containing inverse agonists of retinoic acid receptor-related orphan receptors., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., Entry 1: Retinoic acid receptor (RAR)-related orphan receptors (RORs) regulate a variety of physiological processes, including hepatic gluconeogenesis, lipid metabolism, circadian rhythm and immune function. The RAR agonist: all-trans retinoic acid was reported to be an RORβ inverse agonist, but no information is available regarding ROR activity of its synthetic analogue Am580. Therefore, we screened Am580 and some related tetramethyltetrahydronaphthalene derivatives and carried out structural development studies, including substitution of carbon atoms with silicon, with the aim of creating a potent ROR transcriptional inhibitor. The phenyl amide disila compound 22 showed the most potent ROR-inhibitory activity among the compounds examined. Its activity towards RORα, RORβ and RORγ was increased compared to that of Am580. The IC₅₀ values for RORα, RORβ and RORγ are 1.3, >10 and 4.5 μM, respectively., ",,CC(C)(C)NC(=O)c1ccc2c(c1)[Si](C)(C)CC[Si]2(C)C,C17H29NOSi2,CHEMBL3121748,15.5,20.6,,,
