comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5
2473161,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(C)(C)C2)c(Cl)c1Cl)C(F)(F)F,C24H29Cl2F3N4O5S2,CHEMBL4636603,1.8,,,,,
2473423,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CCCN(C)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,C22H27Cl2F3N4O5S2,CHEMBL4636865,23.0,,,,,
2473561,nM,Kd,,BAO_0000034,Kd,1989649,Binding affinity to RORgammat (unknown origin) assessed as dissociation constant by thermal shift binding assay,B,,CHEMBL4623384,10.1016/j.bmcl.2020.127174,32334912,CHEMBL4622850,Discovery and optimization of new oxadiazole substituted thiazole RORγt inverse agonists through a bioisosteric amide replacement approach.,PUBLICATION,"Starting from previously identified thiazole-2-carboxamides exemplified by compound 1/6, two new series of RORγt inverse agonists with significantly improved aqueous solubility, ADME parameters and oral PK properties were discovered. These scaffolds were identified from a bioisosteric amide replacement approach. Amongst the variety of heterocycles explored, a 1,3,4-oxadiazole led to compounds with the best overall profile for SAR development and in vivo exploration. In an ex vivo mouse PD model, concentration dependent efficacy was demonstrated and compounds 3/5 and 6/3 were profiled in a 5-day rat tolerability study.",,CC(C)Cc1nc(-c2nnc(CC(C)(C)C(=O)O)o2)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(F)c1C(F)F,C24H26F6N4O5S2,CHEMBL4637003,2.0,,,,,
2473702,nM,Kd,,BAO_0000034,Kd,1989649,Binding affinity to RORgammat (unknown origin) assessed as dissociation constant by thermal shift binding assay,B,,CHEMBL4623384,10.1016/j.bmcl.2020.127174,32334912,CHEMBL4622850,Discovery and optimization of new oxadiazole substituted thiazole RORγt inverse agonists through a bioisosteric amide replacement approach.,PUBLICATION,"Starting from previously identified thiazole-2-carboxamides exemplified by compound 1/6, two new series of RORγt inverse agonists with significantly improved aqueous solubility, ADME parameters and oral PK properties were discovered. These scaffolds were identified from a bioisosteric amide replacement approach. Amongst the variety of heterocycles explored, a 1,3,4-oxadiazole led to compounds with the best overall profile for SAR development and in vivo exploration. In an ex vivo mouse PD model, concentration dependent efficacy was demonstrated and compounds 3/5 and 6/3 were profiled in a 5-day rat tolerability study.",,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3nnc(CC(C)(C)C(=O)O)o3)nc2CC2CCCC2)c(C(F)F)c1F)C(F)(F)F,C27H30F6N4O5S2,CHEMBL4637144,0.04,,,,,
2474076,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CCN(CCCF)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,C23H28Cl2F4N4O5S2,CHEMBL4637518,3.9,,,,,
2474378,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC1CCN(C(=O)c2nc(C(=O)NCC(C)(C)O)sc2-c2ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c2Cl)CC1,C24H29Cl2F3N4O5S2,CHEMBL4637820,0.48,,,,,
2474402,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1F)C(F)(F)F,C24H27ClF6N4O5S2,CHEMBL4637844,0.38,,,,,
2475771,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)CC2)c(-c2ccc(S(=O)(=O)NC(C)(C)CF)c(Cl)c2Cl)s1,C24H29Cl2F3N4O5S2,CHEMBL4639213,11.0,,,,,
2475959,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC3(CC2)CC3)c(Cl)c1Cl)C(F)(F)F,C25H29Cl2F3N4O5S2,CHEMBL4639401,0.22,,,,,
2475963,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCN3CCOCC3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,C26H31Cl2F4N5O5S2,CHEMBL4639405,12.0,,,,,
2476137,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC(C)N(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C(C)C,C24H31Cl2F3N4O5S2,CHEMBL4639579,67.0,,,,,
2476204,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CCN(CCC(F)(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,C23H26Cl2F6N4O5S2,CHEMBL4639646,4.7,,,,,
2476211,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(Cl)c1Cl)C(F)(F)F,C23H29Cl2F3N4O5S2,CHEMBL4639653,0.28,,,,,
2476406,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C)CC3)c(Cl)c2Cl)s1,C24H29Cl2FN4O5S2,CHEMBL4639848,13.0,,,,,
2477369,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CCN(CC(F)(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,C22H24Cl2F6N4O5S2,CHEMBL4640811,0.4,,,,,
2477597,nM,Kd,,BAO_0000034,Kd,1989649,Binding affinity to RORgammat (unknown origin) assessed as dissociation constant by thermal shift binding assay,B,,CHEMBL4623384,10.1016/j.bmcl.2020.127174,32334912,CHEMBL4622850,Discovery and optimization of new oxadiazole substituted thiazole RORγt inverse agonists through a bioisosteric amide replacement approach.,PUBLICATION,"Starting from previously identified thiazole-2-carboxamides exemplified by compound 1/6, two new series of RORγt inverse agonists with significantly improved aqueous solubility, ADME parameters and oral PK properties were discovered. These scaffolds were identified from a bioisosteric amide replacement approach. Amongst the variety of heterocycles explored, a 1,3,4-oxadiazole led to compounds with the best overall profile for SAR development and in vivo exploration. In an ex vivo mouse PD model, concentration dependent efficacy was demonstrated and compounds 3/5 and 6/3 were profiled in a 5-day rat tolerability study.",,COC(C)(C)Cc1nc(-c2nnc(CC(C)(C)C(=O)O)o2)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(F)c1C(F)F,C25H28F6N4O6S2,CHEMBL4641039,2.3,,,,,
2477696,nM,Kd,,BAO_0000034,Kd,1989649,Binding affinity to RORgammat (unknown origin) assessed as dissociation constant by thermal shift binding assay,B,,CHEMBL4623384,10.1016/j.bmcl.2020.127174,32334912,CHEMBL4622850,Discovery and optimization of new oxadiazole substituted thiazole RORγt inverse agonists through a bioisosteric amide replacement approach.,PUBLICATION,"Starting from previously identified thiazole-2-carboxamides exemplified by compound 1/6, two new series of RORγt inverse agonists with significantly improved aqueous solubility, ADME parameters and oral PK properties were discovered. These scaffolds were identified from a bioisosteric amide replacement approach. Amongst the variety of heterocycles explored, a 1,3,4-oxadiazole led to compounds with the best overall profile for SAR development and in vivo exploration. In an ex vivo mouse PD model, concentration dependent efficacy was demonstrated and compounds 3/5 and 6/3 were profiled in a 5-day rat tolerability study.",,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(CC(C)(C)C(=O)O)nc2CC2CCC2)c(C(F)F)c1F)C(F)(F)F,C24H28F6N2O4S2,CHEMBL4641138,0.27,,,,,
2477921,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)c3nn[nH]n3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,C24H26Cl2F4N8O4S2,CHEMBL4641370,2.6,,,,,
2478808,nM,Kd,,BAO_0000034,Kd,1987158,Binding affinity to human RORgamma LBD by thermofluor thermal shift assay,B,,CHEMBL4620705,10.1016/j.bmcl.2020.127205,32336498,CHEMBL4619752,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,PUBLICATION,"The nuclear receptor retinoic acid receptor-related orphan receptor gamma t (RORγt) is a transcription factor that drives Th17 cell differentiation and IL-17 production in both innate and adaptive immune cells. The IL-23/IL-17 pathway is implicated in major autoimmune and inflammatory diseases. RORγt lies at the core of this pathway and represents an attractive opportunity for intervention with small molecule therapeutics. Despite diverse chemical series having been reported, combining high potency and nuclear receptor selectivity with good physicochemical properties remains a challenging endeavor in the field of RORγt drug discovery. We recently described the discovery and evaluation of a new class of potent and selective RORγt inverse agonists based on a thiazole scaffold. Herein we describe the successful optimization of this class by incorporation of an additional amide moiety at the 4-position of the thiazole core. In several optimization cycles, we have reduced human PXR activation, improved solubility, and increased potency while maintaining nuclear receptor selectivity. X-ray crystallographic analysis of compound 1g bound in the sterol binding site of the ligand binding domain of RORγt was largely consistent with an earlier structure, guiding further insight into the molecular mechanism for RORγt inhibition with this series. Compound 1g is orally bioavailable, potent in a human whole blood assay and proved to be efficacious in an ex-vivo IL-17A assay, and was selected for preclinical evaluation.",,CC(C)CNC(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,C22H27Cl2F3N4O5S2,CHEMBL4642257,743.0,,,,,
