comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3
1947606,%,Efficacy,,BAO_0000656,Efficacy,1497541,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to basal level,B,,CHEMBL3582673,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C#N)c3)c(F)c2)CC1,C24H27FN4O3S,CHEMBL3581548,-29.0,,,
1947607,%,Efficacy,,BAO_0000656,Efficacy,1497541,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to basal level,B,,CHEMBL3582673,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,COc1ccc(S(=O)(=O)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)C2CCC2)cc1,C24H30FN3O4S,CHEMBL3581549,-52.0,,,
1947608,%,Efficacy,,BAO_0000656,Efficacy,1497541,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to basal level,B,,CHEMBL3582673,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(Cl)cc3Cl)c(F)c2)CC1,C23H26Cl2FN3O3S,CHEMBL3581550,-37.0,,,
1947609,%,Efficacy,,BAO_0000656,Efficacy,1497541,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to basal level,B,,CHEMBL3582673,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(OC(F)F)cc3)c(F)c2)CC1,C24H28F3N3O4S,CHEMBL3581551,-75.0,,,
1947610,%,Efficacy,,BAO_0000656,Efficacy,1497541,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to basal level,B,,CHEMBL3582673,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(OC(F)(F)F)cc3)c(F)c2)CC1,C24H27F4N3O4S,CHEMBL3581552,-82.0,,,
1947611,%,Efficacy,,BAO_0000656,Efficacy,1497541,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to basal level,B,,CHEMBL3582673,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,C24H27F4N3O3S,CHEMBL3581553,-39.0,,,
1947612,%,Efficacy,,BAO_0000656,Efficacy,1497541,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to basal level,B,,CHEMBL3582673,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C(C)(C)C)cc3)c(F)c2)CC1,C27H36FN3O3S,CHEMBL3581554,-55.0,,,
1953211,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CC[C@@H](C(=O)O)[C@H](O)C2)c2ccccn12,C21H17ClF3N3O4,CHEMBL3596269,-98.0,,,
1953212,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)c(F)c1,C22H15ClF4N2O3,CHEMBL3596270,-96.0,,,
1953213,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3ccccc3C(F)(F)F)n3c2CCCC3)c(F)c1,C22H16F4N2O3,CHEMBL3596271,-96.0,,,
1953214,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(F)cccc3Cl)n3c2CCCC3)c(F)c1,C21H15ClF2N2O3,CHEMBL3596272,-99.0,,,
1953215,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3Cl)n3c2CCCC3)c(F)c1,C21H15Cl2FN2O3,CHEMBL3596273,-99.0,,,
1953216,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,N#Cc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,C22H15ClFN3O3,CHEMBL3596274,-99.0,,,
1953217,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,COc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,C22H18ClFN2O4,CHEMBL3596275,-98.0,,,
1953218,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3c2CCCC3)c(F)c1,C24H20ClFN2O3,CHEMBL3596276,-99.0,,,
1953219,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,N#Cc1cccc(C(F)(F)F)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,C23H15F4N3O3,CHEMBL3596277,-99.0,,,
1953220,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,COc1cccc(C(F)(F)F)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,C23H18F4N2O4,CHEMBL3596278,-96.0,,,
1953221,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3cccnc23)cc1O,C23H16ClN3O4,CHEMBL3596279,-99.0,,,
1955101,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,C22H12ClF3N2O3,CHEMBL3598140,-99.0,,,
1955102,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1,C22H12ClF3N2O3,CHEMBL3598141,-99.0,,,
1955103,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)cc1,C22H16ClF3N2O3,CHEMBL3598142,-99.0,,,
1955104,%,Efficacy,,BAO_0000656,Efficacy,1506464,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis relative to apo-RORc ligand binding domain,B,,CHEMBL3599863,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3cccnc23)cc1,C21H11ClF3N3O3,CHEMBL3598143,-99.0,,,
