,index,SMILES,target_0
1018,1018,COCC(O)CN(Cc1ccc(F)cc1)C(=O)CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1,1
1019,1019,CCCc1cc(-c2cc(C(=O)N(C)Cc3ccccc3)cc(C(F)(F)F)c2)nc(C#N)n1,1
1020,1020,CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)cc2)cc1,1
1021,1021,COc1cccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c21,1
1022,1022,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,1
1023,1023,COCCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,1
1024,1024,CCN1CCN(c2cc3[nH]c(C(=O)C4(C)CCC(NC(=O)OC)CC4)nc3cc2Cl)CC1,1
1025,1025,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,1
1026,1026,O=C(C1CC1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]n3)cc(C(F)(F)F)c2)CC1,1
1027,1027,N#Cc1cncc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)c1,1
1028,1028,CC1(C)CC(NC(=O)C2(O)CC2)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,1
1029,1029,CC1(C)c2cc(CC(=O)NCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)ccc2N2CCC3OC4CC[N+]5=C(C4=CC3=C21)C(C)(C)c1cc(S(=O)(=O)[O-])ccc15,1
1030,1030,CC#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)cs1,1
1031,1031,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(F)c1,1
1032,1032,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,1
1033,1033,COc1cc(F)ccc1-c1cncc(C2CCCN2)c1,1
1034,1034,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1
1035,1035,COc1ccc(COc2ccn(-c3ccc(OCCN4CCCC4)cc3)c(=O)c2)cc1,1
1036,1036,COc1ccc2c(c1)c(-c1ccccc1)c(C#N)n(CC(CO)NCc1cccnc1)c2=O,1
1037,1037,CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1,1
1038,1038,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1CC1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,1
1039,1039,Cn1c(=O)nc(NC2CCN(Cc3ccc4ncccc4c3)CC2)c2cc(Cl)ccc21,1
1040,1040,CN1CC2CC1CN2c1ncc(-c2ccc3occc3c2)cn1,1
1041,1041,COc1ccc(C(C)NC2CCC(C(=O)N3CCC(C(=O)N4CCCCC4)(c4ccccc4)CC3)C(C)(C)C2)cc1,1
1042,1042,NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CC2)c1,1
1043,1043,O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(OC(F)F)cc2)c2cccc(F)c12)C1CC1,1
1044,1044,Cc1n[nH]cc1-c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)C3CC3c3ccc(C(F)(F)F)cc3)CC2)c1,1
1045,1045,O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccncc1,1
1046,1046,CC(C)c1ccccc1C(=O)N(CC1CCCC1)C1CCNC1,1
1047,1047,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2F)CC1)C(F)(F)F,1
1048,1048,COC1CCN(S(=O)(=O)c2ccc(-c3ccc(CCN4CCCC4C)cc3)cc2)CC1,1
1049,1049,Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,1
1050,1050,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(OC)cc2)CC1,1
1051,1051,Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1,1
1052,1052,CNCCc1sc2ccccc2c1C(C)c1ccccn1,1
1053,1053,O=S(=O)(NCC1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1)c1ccccc1,1
1054,1054,CC#CC(c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1)C1OC(=O)NC1=O,1
1055,1055,Cn1ccc(C2CCNCC2C(=O)N(Cc2cn(Cc3ccccc3)c3cccc(F)c23)C2CC2)cc1=O,1
1056,1056,COc1ccc(C2CN(CCCN(C)S(=O)(=O)c3ccccc3)CC2CC(=O)Nc2cccc(Cl)c2)cc1,1
1057,1057,O=C(NC1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc21,1
1058,1058,O=C(NC1CCN(Cc2ccc3sccc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
1059,1059,O=C(CN1CCC(S(=O)(=O)c2ccccc2)CC1)c1ccc(F)cc1F,1
1060,1060,Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,1
1061,1061,CN1CC2CC1CN2c1cnc(-c2ccc3cc[nH]c3c2)cn1,1
1062,1062,CC(C)(c1ccccc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,1
1063,1063,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc(F)c(Cl)c1,1
1064,1064,Clc1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1,1
1065,1065,O=C(NCC1(N2CCOCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,1
1066,1066,COc1cc(F)ccc1-c1cncc(NC2CCCOC2)c1,1
1067,1067,COc1cc(-c2cn(C3CC(C(C)(C)C)CCN(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,1
1068,1068,CC(=O)N1CCC2(CCN(c3ccc(C(=O)Nc4cc(-c5cccs5)ccc4N)cn3)C2)C1,1
1069,1069,Cc1cc(C(=O)O)ccc1NC(=O)C(C1CCCCC1)n1c2cc(F)c(F)cc2nc1-c1ccc(Cl)cc1,1
1070,1070,COCCNCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,1
1071,1071,CC1CN(CCO)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,1
1072,1072,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1F)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,1
1073,1073,CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N,1
1074,1074,COc1ccc(N2CCNCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn32)n1,1
1075,1075,Cc1ccc2c(cccc2N2CCN(CCc3cccc4c3OCc3c(C(=O)N5CCCC5)ncn3-4)CC2)n1,1
1076,1076,CN(Cc1cnccn1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,1
1077,1077,CC(C)S(=O)(=O)NC1CN(c2ccccc2)CC1c1ccc(-c2ccc(C#N)cc2)cc1,1
1078,1078,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n32)ccc1F)N1CCC(N2CCCC2)CC1,1
1079,1079,Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1C,1
1080,1080,Cc1ccc2c(cccc2-c2nnc(SCCCCN3CCc4cc5nc(C(F)(F)F)oc5c(Br)c4CC3)n2C)n1,1
1081,1081,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(NS(=O)(=O)C(C)C)c(F)cc2F)CC1,1
1082,1082,Cc1ccc(S(=O)(=O)CC2CC(N(C)C(C)C)CCC2N2CCC(NC(=O)c3cccc(C(F)(F)F)c3)C2=O)cc1,1
1083,1083,Cc1cc(Nc2ccccc2)nc(NCc2ccc3c(c2)OCO3)n1,1
1084,1084,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc54)CC3)cc21,1
1085,1085,Cc1cnc(N2CCC(C3CCN(c4cc(C#N)nc(C)n4)CC3)CC2)cn1,1
1086,1086,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(OC(F)(F)F)cc3)c2)CC1,1
1087,1087,CC(C)C1CCN(CCCOc2ccc(-n3c4ccc(F)cc4nc3-c3ccccn3)cc2)C1,1
1088,1088,c1cc(C2CCOCC2)ccc1OCCCN1CCCCC1,1
1089,1089,COc1ccc(C(C)NC2CCC(C(=O)N3CCC(c4ccccc4)(c4ccc(OC)nc4)CC3)C(C)(C)C2)cc1,1
1090,1090,CN1C(=O)C=CC2(C)C3CCC4(C)C(CC(=Cc5cnc(C6CC6)nc5)C4O)C3CCC12,1
1091,1091,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(F)c1,1
1092,1092,CCc1nc2cc3c(c(C)c2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc42)n1C)CC3,1
1093,1093,CCOC(=O)Nc1cccc(C(c2ccc(C(=O)N(CC)CC)cc2)N2CCN(Cc3cscn3)CC2)c1,1
1094,1094,COc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1,1
1095,1095,CCOC(=O)COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,1
1096,1096,CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,1
1097,1097,Cc1ccc2c(cccc2N2CCN(CCc3ccc4c(c3)OCC(=O)N4C)CC2)n1,1
1098,1098,COc1cc(F)ccc1-c1cc(CNC2CCCC2)ccn1,1
1099,1099,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,1
1100,1100,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC1,1
1101,1101,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Br)cc2o1,1
1102,1102,COc1cc(-c2cn(C3CC(C(C)(C)C)CCN(CC(C)(C)C)C3=O)nn2)ccc1-n1cnc(C)c1,1
1103,1103,O=C(NC1CCN(Cc2cccc(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
1104,1104,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(C(=O)O)cc3C)nc1)C(=O)N2c1cnccn1,1
1105,1105,O=C(CNC(=O)c1ccc(C(F)(F)F)cc1)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,1
1106,1106,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,1
1107,1107,CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,1
1108,1108,CCN(CC)C(=O)c1ccc(C2=CC3(CCNC3)Oc3ccccc32)cc1,1
1109,1109,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,1
1110,1110,COc1cc(OC)cc(C(=O)NCC2(C#N)CCN(Cc3ccccc3OC)CC2)c1,1
1111,1111,COc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
1112,1112,CN(CCO)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,1
1113,1113,O=S(=O)(c1ccccc1F)C1(F)CCN(CCc2ccc(F)cc2F)CC1,1
1114,1114,CC(C)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3ccncn3)CC2)C1,1
1115,1115,CC(C)OC(=O)c1ccc(NC(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1,1
1116,1116,CN(C(=O)c1ccccc1Oc1ccccc1)C1CCNC1,1
1117,1117,COc1cc(Cl)ccc1OC(c1ccccc1)C1CNCCO1,1
1118,1118,[O-][S+](c1ccc(C=Cc2ccc(F)cc2)nc1)c1ccccc1F,1
1119,1119,CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)nc1,1
1120,1120,CN(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCCC1CN1CCCC1,1
1121,1121,Fc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1,1
1122,1122,CC(C)(O)c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)C3CC3c3ccc(C(F)(F)F)cc3)CC2)c1,1
1123,1123,Cc1ccc2c(cccc2-c2nnc(SCCCCN3CCc4cc5nc(C(F)(F)F)oc5c(C)c4CC3)n2C)n1,1
1124,1124,CC(OC1CCC2NC1(c1ccccc1)CC2S(=O)(=O)c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
1125,1125,COc1c(C(C)(C)C)cc(CN2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,1
1126,1126,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(O)ncn1,1
1127,1127,CN(CCO)Cc1csc(-c2cn(CC3CCOCC3)c3c2cccc3Cl)n1,1
1128,1128,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2cn1,1
1129,1129,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCNCC1,1
1130,1130,N#Cc1cc(OC2CC3CCC(C2)N3)cc(-c2ncccc2C#N)c1,1
1131,1131,CC(C)(C)c1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,1
1132,1132,CCC(NCCCCC(Nc1cc(C)c(F)c(C)c1)C(=O)NO)c1ccc(F)cc1,1
1133,1133,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1
1134,1134,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CCN(C(C)=O)C3)C2)c1cccc(F)c1,1
1135,1135,O=c1[nH]c2ccccc2n1C1CCN(CCCN2C(=O)CCc3ccccc32)CC1,1
1136,1136,O=C(NCC1(N2CCCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,1
1137,1137,c1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4ccccc4)CC3)c12,1
1138,1138,CC1CCCN1CCN1CCc2cc(-c3ccc(C#N)cc3)ccc2C1=O,1
1139,1139,CC(C)(C)c1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1O,1
1140,1140,CC(=N)N1CCC(Oc2ccc(N(Cc3ccc4ccc(C(=N)N)cc4c3)S(C)(=O)=O)cc2)CC1,1
1141,1141,CC(C)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3ccc(F)cc3)CC2)C1,1
1142,1142,Cc1ccc(Oc2ccc(Nc3cncc(N)n3)cc2)cc1,1
1143,1143,O=C(NC1CCc2ccccc2C1)N1CCC(c2nc(-c3ccccn3)no2)CC1,1
1144,1144,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)c1cccnc1,1
1145,1145,CC(C)N1CC(NS(=O)(=O)C(C)C)C(c2ccc(-c3cccc(NS(C)(=O)=O)c3)cc2)C1,1
1146,1146,CCCNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,1
1147,1147,Cc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O,1
1148,1148,O=C(NC1CCCC1)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,1
1149,1149,O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc21)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,1
1150,1150,CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1
1151,1151,O=C(Nc1ccc(Cl)cc1CO)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
1152,1152,CC(=O)N1CC(Oc2cccc(F)c2)CC1C(=O)N1CCCN(C2CCC2)CC1,1
1153,1153,CS(=O)(=O)Nc1ccc(CCN(CCCCCCNC(=O)c2ccc3c(c2)C(=O)OC32c3ccc(O)cc3Cc3cc(O)ccc32)CCOc2ccc(NS(C)(=O)=O)cc2)cc1,1
1154,1154,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CCN(CC(=O)O)C3)CC2)nc1,1
1155,1155,O=C(NCC1(N2CCOCC2)CCCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,1
1156,1156,COCCCn1cc(CN(C(=O)C2CNCCC2(O)c2ccc(F)c(F)c2)C2CC2)c2c1c(CCC#N)ccc2F,1
1157,1157,CN1CCN(CCCc2cc(-c3cccc(C(F)(F)F)c3)nc(C#N)n2)CC1,1
1158,1158,c1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,1
1159,1159,NC(=O)c1cccc(OC2CC3CCC(C2)N3CCCc2ccccc2)c1,1
1160,1160,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1
1161,1161,COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2CC(=O)NCc2cccc(Cl)c2)cc1,1
1162,1162,O=S(=O)(c1ccccc1)C1CC2(c3ccccc3)NC1CCC2OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
1163,1163,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,1
1164,1164,CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,1
1165,1165,COc1ccc(C(=O)NC2(c3ccccc3)CCN(c3cc(N)ccn3)CC2)c(OC)c1,1
1166,1166,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,1
1167,1167,O=C(NC1CCN(Cc2ccc3occc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
1168,1168,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)c(C(F)(F)F)c1)c1ccccc1F,1
1169,1169,COc1cc(N2C(=O)N(c3ccc(-c4csc(C(=O)O)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1
1170,1170,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,1
1171,1171,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(CCc3ccc4nonc4c3)CC1)O2,1
1172,1172,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c3ccccc3[nH]c21,1
1173,1173,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCC4CN(c5ccc(-c6ccccc6C#N)cn5)C(=O)O4)cc3)oc21,1
1174,1174,CNCc1cc(C)c(C)cc1Oc1ccc(Cl)c(Cl)c1,1
1175,1175,CS(=O)(=O)Nc1ccc(OCC(O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccc(F)c(F)c2F)cc1,1
1176,1176,Fc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1,1
1177,1177,CN1CC2CN(c3ccc4oc5ccccc5c(=O)c4c3)CC2C1,1
1178,1178,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1
1179,1179,COc1cccc(C(=O)N(c2ccccn2)C2CCN(c3cc(N)ccn3)CC2)c1,1
1180,1180,O=C1C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCCN1C1(c2ccccc2)CCC(N2CCC3(CCOC3)CC2)CC1,1
1181,1181,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CC2)NC(=O)NC3=O)nc1,1
1182,1182,CC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1
1183,1183,O=C(Nc1ccc(Br)cc1)N1CCN(CC2CCCN(C3CC3)C2)CC1,1
1184,1184,COc1cc(-c2cn(Cc3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1,1
1185,1185,CC1N=CN=C1CN1CCc2c(c3ccccc3n2C)C1=O,1
1186,1186,CC1CN(C(=O)C2CNCC2c2ccc(F)cc2F)CC(C)C1(O)c1ccccc1,1
1187,1187,N#Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1,1
1188,1188,COC(=O)c1c(C)noc1-c1ccc2cc(CCN3CCCC3C)ccc2n1,1
1189,1189,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(OC(C)C(=O)O)c1,1
1190,1190,CC(c1c2ccccc2sc1CCN1CCCC1)c1ccccn1,1
1191,1191,Fc1ccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)cc1,1
1192,1192,Cc1nc2c(Cl)cccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,1
1193,1193,COCc1nc(-c2ccc(N3C(=O)N(c4cc(O)ncn4)C4(CCN(Cc5ncccc5C)CC4)C3=O)cc2)no1,1
1194,1194,Fc1ccc(Cn2c3ccccc3nc2C2CNCCO2)cc1,1
1195,1195,c1ccc(-c2cccc(OC3CC4CCC(C3)N4)n2)cc1,1
1196,1196,COc1ccc(C2CN(NS(C)(=O)=O)C(=O)N2CCc2ccc(OC(F)(F)F)cc2)cc1,1
1197,1197,N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3cccc(Cl)c3)C2=O)cc1,1
1198,1198,COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2ccc(C)cc2)CC1,1
1199,1199,c1ccc2cc(OCC3CCNCC3)ccc2c1,1
1200,1200,O=C(CNc1noc2ccc(C(F)(F)F)cc21)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,1
1201,1201,CC(=O)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,1
1202,1202,COc1cc(CN2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn32)n1,1
1203,1203,COc1ccc(N(Cc2cnccc2C)C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1,1
1204,1204,CCc1nn2ccccc2c1CCN(Cc1ccc(C=CC(=O)NO)cc1)C(C)C,1
1205,1205,NC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,1
1206,1206,COc1cc(-c2cn(C3CC(C4CCCCC4)CCNC3=O)nn2)ccc1-n1cnc(C)c1,1
1207,1207,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,1
1208,1208,CCc1sc(-c2cn(CC3CCOCC3)c3c2cccc3Cl)nc1CN(CC)CCO,1
1209,1209,Cc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,1
1210,1210,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc32)ccc1O,1
1211,1211,COc1cc(-c2cn(Cc3csc4ccccc34)nn2)ccc1-n1cnc(C)c1,1
1212,1212,COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2CCNC(=O)c2cccc(Cl)c2)cc1,1
1213,1213,CC1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)N3CCC(O)C3)cc2)cc1,1
1214,1214,N#Cc1ccc2cc1Oc1cccc(c1)-c1ccccc1N1CCC(NCc3cncn3C2)C1=O,1
1215,1215,N#Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,1
1216,1216,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1
1217,1217,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,1
1218,1218,CNC(=O)c1c(NCC2CCC3(CC2)OCCO3)nc(C#N)nc1OCC1CCN(C)CC1,1
1219,1219,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCCC2)cc1,1
1220,1220,CC(c1c2ccccc2sc1CCN(C)C)c1ccncc1,1
1221,1221,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c43)CC21,1
1222,1222,COc1cc(F)ccc1-c1cncc(CNC2CCCC2)c1,1
1223,1223,Brc1cnc2nc(N3CCN4CCC3CC4)oc2c1,1
1224,1224,Cc1c(CN(C2CCNC2)C2CCOCC2)cccc1C(F)(F)F,1
1225,1225,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)s1,1
1226,1226,CCc1oc(CCc2cc(N3CCOCC3)cc(NC)n2)nc1C,1
1227,1227,Cc1oc(-c2ccc(Cl)cc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)c1,1
1228,1228,O=S(=O)(c1ccccc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,1
1229,1229,CCSc1ccccc1C(=O)N(CC1CCC1)C1CCNC1,1
1230,1230,Clc1cccc(Cn2ccc3c2ncnc3OC2CCN(Cc3cscn3)CC2)c1,1
1231,1231,CCN(CC)c1ccc(NC(=O)C2(N(C)C(=O)OCC(C)C)CCc3cccc(OC)c3C2)cc1,1
1232,1232,O=c1[nH]c2ccccc2n1C1CCN(CCCN2C(=O)CCc3c(F)cccc32)CC1,1
1233,1233,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CNC(=O)C3)CC2)nc1,1
1234,1234,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2C)cc1,1
1235,1235,COCC1CCCN1CCn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,1
1236,1236,N#Cc1nc(CCCNCC(F)(F)F)cc(-c2cccc(C(F)(F)F)c2)n1,1
1237,1237,CCC(CC)(CCOc1cc(CCCOC)cc(CN(C(=O)C2CNCCC2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1)C(=O)O,1
1238,1238,CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(-c5ccccc5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,1
1239,1239,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,1
1240,1240,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCCC(N)C4)n3Cc3ccccc3)n(C)c2=O)c1,1
1241,1241,COc1cccc2c1CCCC21CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1,1
1242,1242,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4ccc(F)cc4O)CC3)CC2)cc1,1
1243,1243,CCN=C(c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)SC3C)ccc21,1
1244,1244,Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,1
1245,1245,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,1
