./download/her2.txtEGFRINdb ID	ErbB2-IC50	PMID	Journal	Vol & Page	Smiles
EGIN0000457	39.64 µM    	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)N(CCC)CCC
EGIN0000458	44.51 µM    	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)N(CCCC)CCCC
EGIN0000459	22.75 µM    	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)N(c1ccccc1)C
EGIN0000460	30.06 µM    	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)NCCCC
EGIN0000461	46.10 µM    	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)NC(C)(C)C
EGIN0000462	>50 µM      	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)NCCCCCCCCCCCC
EGIN0000463	48.35 µM    	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)NC1CCCC1
EGIN0000464	>50 µM      	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)NCCCN1CCOCC1
EGIN0000465	25.87 µM    	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)NCc1ccccc1
EGIN0000466	0.35 µM     	20005116	Bioorg Med Chem.	2010 Jan 15;18(2):880-6	c1cc(ccc1N(CCCl)CCCl)C(=O)Nc1cccc2c1cccc2
EGIN0000468	3.45 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Cl)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000469	5.17 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Br)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000470	38.23 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)C)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000471	9.64 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Cl)Cl)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000472	12.42 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Br)Br)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000473	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)C)C)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000474	2.27 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Cl)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000475	2.66 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Br)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000476	18.43 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)C)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000477	2.21 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Cl)Cl)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000478	4.53 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Br)Br)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000479	16.12 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)C)C)CN(C(=O)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000480	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Cl)CN(C(=O)Nc1ccccc1)CCCC
EGIN0000481	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Br)CN(C(=O)Nc1ccccc1)CCCC
EGIN0000482	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)C)CN(C(=O)Nc1ccccc1)CCCC
EGIN0000483	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Cl)Cl)CN(C(=O)Nc1ccccc1)CCCC
EGIN0000484	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Br)Br)CN(C(=O)Nc1ccccc1)CCCC
EGIN0000485	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)C)C)CN(C(=O)Nc1ccccc1)CCCC
EGIN0000486	1.41 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Cl)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000487	1.87 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Br)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000488	15.66 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)C)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000489	6.49 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Cl)Cl)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000490	6.73 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Br)Br)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000491	37.82 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)C)C)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)F
EGIN0000492	0.35 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Cl)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000493	0.66 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Br)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000494	7.13 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)C)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000495	1.23 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Cl)Cl)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000496	2.24 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Br)Br)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000497	9.47 µM     	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)C)C)CN(C(=S)Nc1ccccc1)Cc1ccc(cc1)O
EGIN0000498	32.54 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Cl)CN(C(=S)Nc1ccccc1)CCCC
EGIN0000499	39.51 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)Br)CN(C(=S)Nc1ccccc1)CCCC
EGIN0000500	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cccc(c1O)C)CN(C(=S)Nc1ccccc1)CCCC
EGIN0000501	39.78 µM    	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Cl)Cl)CN(C(=S)Nc1ccccc1)CCCC
EGIN0000502	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)Br)Br)CN(C(=S)Nc1ccccc1)CCCC
EGIN0000503	>50 µM      	19914837	Bioorg Med Chem.	2010 Jan 1;18(1):305-13.	c1(cc(cc(c1O)C)C)CN(C(=S)Nc1ccccc1)CCCC
EGIN0000505	3.89 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(ccc(c1)F)/C=N/NC1=NC(=O)CS1
EGIN0000506	2.75 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(ccc(c1)Cl)/C=N/NC1=NC(=O)CS1
EGIN0000507	2.43 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(ccc(c1)Br)/C=N/NC1=NC(=O)CS1
EGIN0000508	5.83 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(ccc(c1)C)/C=N/NC1=NC(=O)CS1
EGIN0000509	9.17 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(ccc(c1)OC)/C=N/NC1=NC(=O)CS1
EGIN0000510	8.46 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(ccc(c1)N(=O)=O)/C=N/NC1=NC(=O)CS1
EGIN0000511	6.93 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(ccc(c1)O)/C=N/NC1=NC(=O)CS1
EGIN0000512	3.59 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1(c(cc(cc1)F)/C=N/NC1=NC(=O)CS1)O
EGIN0000513	1.78 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1(c(cc(cc1)Cl)/C=N/NC1=NC(=O)CS1)O
EGIN0000514	0.42 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1(c(cc(cc1)Br)/C=N/NC1=NC(=O)CS1)O
EGIN0000515	4.51 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1(c(cc(cc1Cl)Cl)/C=N/NC1=NC(=O)CS1)O
EGIN0000516	3.73 µM   	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1(c(cc(cc1Br)Br)/C=N/NC1=NC(=O)CS1)O
EGIN0000517	21.75 µM  	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(cccc1F)/C=N/NC1=NC(=O)CS1
EGIN0000518	14.34 µM  	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(cccc1Cl)/C=N/NC1=NC(=O)CS1
EGIN0000519	10.26 µM  	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(cccc1Br)/C=N/NC1=NC(=O)CS1
EGIN0000520	31.78 µM  	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(cccc1C)/C=N/NC1=NC(=O)CS1
EGIN0000521	45.51 µM  	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(cccc1OC)/C=N/NC1=NC(=O)CS1
EGIN0000522	37.64 µM  	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(cccc1N(=O)=O)/C=N/NC1=NC(=O)CS1
EGIN0000523	27.83 µM  	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	c1c(cccc1O)/C=N/NC1=NC(=O)CS1
EGIN0000524	>50 µM    	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	C1(=NC(=O)CS1)NN=C1CCC1
EGIN0000525	>50 µM    	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	C1(=NC(=O)CS1)NN=C1CCCC1
EGIN0000526	>50 µM    	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	C1(=NC(=O)CS1)NN=C1CCCCC1
EGIN0000527	47 µM     	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	C1(=NC(=O)CS1)NN=C1CCCCCC1
EGIN0000528	31 µM     	19914835	Bioorg Med Chem.	2010 Jan 1;18(1):314-9	C1(=NC(=O)CS1)NN=C1CCCCCCC1
EGIN0000635	0.016 +/- 0.001  µM 	11585755	Cancer Res. 	2001 Oct 1;61(19):7196-203.	c12c(cnc(c1)N(C)C)ncnc2Nc1ccc(c(c1)C=N)NCc1ccccc1
EGIN0000636	0.030 +/- 0.010  µM 	11585755	Cancer Res. 	2001 Oct 1;61(19):7196-203.	c12c(cnc(c1)N(C)CCO)ncnc2Nc1ccc(c(c1)C=N)NCc1ccccc1
EGIN0000637	0.021 +/- 0.011  µM 	11585755	Cancer Res. 	2001 Oct 1;61(19):7196-203.	c12c(cnc(c1)c1oc(cc1)CN1CC[S@@](=O)CC1)ncnc2Nc1ccc(cc1)OCc1cccc(c1)F
EGIN0000638	0.028 +/- 0.010  µM 	11585755	Cancer Res. 	2001 Oct 1;61(19):7196-203.	c12c(cnc(c1)c1oc(cc1)CNCCS(=O)(=O)C)ncnc2Nc1ccc(cc1)OCc1ccccc1
EGIN0000639	0.032 +/- 0.015  µM 	11585755	Cancer Res. 	2001 Oct 1;61(19):7196-203.	c12c(ccc(c1)c1oc(nn1)C)ncnc2Nc1ccc(c(c1)C=N)NCc1cccc(c1)F
EGIN0000640	0.024 +/- 0.006  µM 	11585755	Cancer Res. 	2001 Oct 1;61(19):7196-203.	c12c(ccc(c1)OCCCCNCCS(=O)(=O)C)ncnc2Nc1ccc(c(c1)C=N)NCc1cccc(c1)F
EGIN0000641	0.030 +/- 0.004  µM 	11585755	Cancer Res. 	2001 Oct 1;61(19):7196-203.	c12c(ccc(c1)c1oc(cc1)CNCCS(=O)(=O)C)ncnc2Nc1ccc(cc1)S(=O)(=O)c1ccccc1
EGIN0000648	9.2+/- 0.75 nM	12467226	Mol Cancer Ther.	2001 Dec;1(2):85-94.	c12c(ccc(c1)c1oc(cc1)NCCS(=O)(=O)C)ncnc2Nc1ccc(c(c1)Cl)OCc1cccc(c1)F
EGIN0000649	0.023  µM  	21177105	Bioorganic & Medicinal Chemistry Letters	21 (2011) 781–785	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(c(c2)NC(=O)OC[C@H]1NCCOC1)C
EGIN0000649	32 nM/L	17062696	Clin Cancer Res.	2006 Oct 15;12(20 Pt 1):6186-93.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(c(c2)NC(=O)OC[C@H]1NCCOC1)C
EGIN0000774	21.0 µM     	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)I
EGIN0000775	3.80 µM     	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(cc1)COc1c(cc(cc1)Nc1ncncc1C#C)Cl)F
EGIN0000776	0.78 µM     	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1ccccc1
EGIN0000777	0.091 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1c(cccc1)N
EGIN0000778	0.044 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cc(ccc1)N
EGIN0000779	0.036 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1ccc(cc1)N
EGIN0000780	0.013 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(c1)NC(=O)C
EGIN0000781	1.82 µM     	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1ccc(cc1)NC(=O)C
EGIN0000782	0.045 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(c1)NS(=O)(=O)C
EGIN0000783	0.032 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(c1)C(=O)NC
EGIN0000784	0.052 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(c1)CNC(=O)C
EGIN0000785	0.032 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(c1)NC(=O)CCS(=O)(=O)C
EGIN0000786	0.029 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(c1)NC(=O)CCCC(=O)OC
EGIN0000787	0.14 µM     	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(cc1)COc1c(cc(cc1)Nc1ncncc1C#Cc1cccnc1)Cl)F
EGIN0000788	0.055 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(cc1)COc1c(cc(cc1)Nc1ncncc1C#Cc1ccccn1)Cl)F
EGIN0000789	0.060 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(cc1)COc1c(cc(cc1)Nc1ncncc1C#Cc1ncccn1)Cl)F
EGIN0000790	0.066 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(cc1)COc1c(cc(cc1)Nc1ncncc1C#Cc1n[nH]cc1)Cl)F
EGIN0000791	0.012 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1ccnc(n1)N
EGIN0000792	0.059 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(n1)NC(=O)C
EGIN0000793	0.16 µM     	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1csc(n1)CO
EGIN0000794	0.047 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1ccc(o1)CO
EGIN0000795	0.013 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(n1)CO
EGIN0000796	0.038 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(n1)CN
EGIN0000797	0.069 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(n1)CNC(=O)NC
EGIN0000798	0.009 µM    	16483772	Bioorg Med Chem Lett.	2006 May 1;16(9):2419-22	c1c(cc(c(c1)OCc1cc(ccc1)F)Cl)Nc1c(cncn1)C#Cc1cccc(n1)CNC(=O)NCCS(=O)(=O)C
EGIN0000807	0.059  µM	15715478	J. Med. Chem.	2005, 48, 1107-1131	c1(c(cc2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)OCc1ccccn1)Cl)OCC)NC(=O)/C=C/CN(C)C
EGIN0000807	59  ± 13nM	15173008	Cancer Res	2004 Jun 1;64(11):3958-65.	c1(c(cc2c(c1)c(c(cn2)C#N)Nc1cc(c(cc1)OCc1ccccn1)Cl)OCC)NC(=O)/C=C/CN(C)C
EGIN0000808	11 nM	12907618	Cancer Res	2003 Aug 1;63(15):4450-9.	c12c(ccc(c1)c1ccc(cc1)CN1C[C@@H]3[C@H](C1)[C@H]3CO)ncnc2Nc1cc(c(cc1)Oc1ccccc1)OC
EGIN0000898	15.238 µM   	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	n1cnc2c(c1Nc1cccc(c1)Br)cc(cc2)NC(=O)C(=C)C
EGIN0000900	21.657 µM   	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C\C)ncnc2Nc1cccc(c1)Br
EGIN0000900	91.325 µM   	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C\C)ncnc2Nc1cccc(c1)Br
EGIN0001037	0.014 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001038	0.038 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(CC)CC)ncnc2Nc1cccc(c1)Br
EGIN0001039	0.177 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(CCC)CCC)ncnc2Nc1cccc(c1)Br
EGIN0001040	0.113 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C)C(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001041	0.162 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C(C)C)C(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001042	0.085 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C)CC=C)ncnc2Nc1cccc(c1)Br
EGIN0001043	0.073 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCCCC1)ncnc2Nc1cccc(c1)Br
EGIN0001044	0.053 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001045	0.124 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCSCC1)ncnc2Nc1cccc(c1)Br
EGIN0001046	0.117 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1[C@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001047	0.183 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCN(CC1)CC)ncnc2Nc1cccc(c1)Br
EGIN0001048	0.033 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCOC)ncnc2Nc1cccc(c1)Br
EGIN0001049	0.116 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCOCCOC)ncnc2Nc1cccc(c1)Br
EGIN0001050	0.122 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCOCOC)ncnc2Nc1cccc(c1)Br
EGIN0001051	0.016 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCO)ncnc2Nc1cccc(c1)Br
EGIN0001052	0.301 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001053	1.164 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CC)CC)ncnc2Nc1cccc(c1)Br
EGIN0001054	1.428 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CCC)CCC)ncnc2Nc1cccc(c1)Br
EGIN0001055	1.559 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCCCC1)ncnc2Nc1cccc(c1)Br
EGIN0001056	2.776 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001056	4.182 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001057	2.808 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCSCC1)ncnc2Nc1cccc(c1)Br
EGIN0001058	1.912 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1[C@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001059	0.733 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1[C@@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001060	0.634 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CCOC)C)ncnc2Nc1cccc(c1)Br
EGIN0001061	0.414 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CCO)C)ncnc2Nc1cccc(c1)Br
EGIN0001062	1.592 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/[C@H]1CCCCN1C1CCNCC1)ncnc2Nc1cccc(c1)Br
EGIN0001063	15.624 µM   	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/Cn1nccc1)ncnc2Nc1cccc(c1)Br
EGIN0001066	8.832 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/COC)ncnc2Nc1cccc(c1)Br
EGIN0001067	5.042 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C1=CCCN(C1)C)ncnc2Nc1cccc(c1)Br
EGIN0001068	0.458 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C(=C)CN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001069	25.710 µM   	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/N(C)C)ncnc2Nc1cccc(c1)Br
